week,time,count
,04:00:00-04:15:00,5
,04:15:00-04:30:00,6
,04:30:00-04:45:00,2
,04:45:00-05:00:00,6
,05:00:00-05:15:00,4
,05:15:00-05:30:00,10
,05:30:00-05:45:00,5
,05:45:00-06:00:00,19
,06:00:00-06:15:00,23
,06:15:00-06:30:00,16
,06:30:00-06:45:00,28
,06:45:00-07:00:00,35
,07:00:00-07:15:00,42
,07:15:00-07:30:00,50
,07:30:00-07:45:00,86
,07:45:00-08:00:00,70
,08:00:00-08:15:00,80
,08:15:00-08:30:00,108
,08:30:00-08:45:00,134
,08:45:00-09:00:00,94
,09:00:00-09:15:00,93
,09:15:00-09:30:00,57
,09:30:00-09:45:00,69
,09:45:00-10:00:00,42
,10:00:00-10:15:00,62
,10:15:00-10:30:00,39
,10:30:00-10:45:00,61
,10:45:00-11:00:00,46
,11:00:00-11:15:00,61
,11:15:00-11:30:00,44
,11:30:00-11:45:00,57
,11:45:00-12:00:00,61
,12:00:00-12:15:00,88
,12:15:00-12:30:00,66
,12:30:00-12:45:00,65
,12:45:00-13:00:00,70
,13:00:00-13:15:00,83
,13:15:00-13:30:00,50
,13:30:00-13:45:00,80
,13:45:00-14:00:00,87
,14:00:00-14:15:00,54
,14:15:00-14:30:00,70
,14:30:00-14:45:00,81
,14:45:00-15:00:00,71
,15:00:00-15:15:00,122
,15:15:00-15:30:00,100
,15:30:00-15:45:00,135
,15:45:00-16:00:00,99
,16:00:00-16:15:00,107
,16:15:00-16:30:00,93
,16:30:00-16:45:00,95
,16:45:00-17:00:00,104
,17:00:00-17:15:00,137
,17:15:00-17:30:00,122
,17:30:00-17:45:00,104
,17:45:00-18:00:00,121
,18:00:00-18:15:00,132
,18:15:00-18:30:00,113
,18:30:00-18:45:00,144
,18:45:00-19:00:00,106
,19:00:00-19:15:00,77
,19:15:00-19:30:00,56
,19:30:00-19:45:00,84
,19:45:00-20:00:00,79
,20:00:00-20:15:00,48
,20:15:00-20:30:00,61
,20:30:00-20:45:00,52
,20:45:00-21:00:00,49
,21:00:00-21:15:00,51
,21:15:00-21:30:00,35
,21:30:00-21:45:00,50
,21:45:00-22:00:00,30
,22:00:00-22:15:00,58
,22:15:00-22:30:00,36
,22:30:00-22:45:00,48
,22:45:00-23:00:00,46
,23:00:00-23:15:00,45
,23:15:00-23:30:00,35
,23:30:00-23:45:00,40
,23:45:00-00:00:00,34
Sunday,00:00:00-00:15:00,36
,00:15:00-00:30:00,36
,00:30:00-00:45:00,32
,00:45:00-01:00:00,22
,01:00:00-01:15:00,33
,01:15:00-01:30:00,32
,01:30:00-01:45:00,26
,01:45:00-02:00:00,28
,02:00:00-02:15:00,19
,02:15:00-02:30:00,22
,02:30:00-02:45:00,23
,02:45:00-03:00:00,16
,03:00:00-03:15:00,20
,03:15:00-03:30:00,22
,03:30:00-03:45:00,18
,03:45:00-04:00:00,14
,04:00:00-04:15:00,21
,04:15:00-04:30:00,17
,04:30:00-04:45:00,16
,04:45:00-05:00:00,7
,05:00:00-05:15:00,10
,05:15:00-05:30:00,11
,05:30:00-05:45:00,15
,05:45:00-06:00:00,6
,06:00:00-06:15:00,12
,06:15:00-06:30:00,9
,06:30:00-06:45:00,25
,06:45:00-07:00:00,20
,07:00:00-07:15:00,20
,07:15:00-07:30:00,11
,07:30:00-07:45:00,31
,07:45:00-08:00:00,15
,08:00:00-08:15:00,20
,08:15:00-08:30:00,26
,08:30:00-08:45:00,33
,08:45:00-09:00:00,30
,09:00:00-09:15:00,44
,09:15:00-09:30:00,49
,09:30:00-09:45:00,50
,09:45:00-10:00:00,68
,10:00:00-10:15:00,46
,10:15:00-10:30:00,44
,10:30:00-10:45:00,76
,10:45:00-11:00:00,47
,11:00:00-11:15:00,62
,11:15:00-11:30:00,57
,11:30:00-11:45:00,88
,11:45:00-12:00:00,55
,12:00:00-12:15:00,72
,12:15:00-12:30:00,81
,12:30:00-12:45:00,86
,12:45:00-13:00:00,73
,13:00:00-13:15:00,76
,13:15:00-13:30:00,59
,13:30:00-13:45:00,97
,13:45:00-14:00:00,69
,14:00:00-14:15:00,82
,14:15:00-14:30:00,72
,14:30:00-14:45:00,77
,14:45:00-15:00:00,56
,15:00:00-15:15:00,82
,15:15:00-15:30:00,70
,15:30:00-15:45:00,63
,15:45:00-16:00:00,52
,16:00:00-16:15:00,93
,16:15:00-16:30:00,68
,16:30:00-16:45:00,90
,16:45:00-17:00:00,76
,17:00:00-17:15:00,79
,17:15:00-17:30:00,93
,17:30:00-17:45:00,101
,17:45:00-18:00:00,59
,18:00:00-18:15:00,87
,18:15:00-18:30:00,64
,18:30:00-18:45:00,93
,18:45:00-19:00:00,60
,19:00:00-19:15:00,90
,19:15:00-19:30:00,77
,19:30:00-19:45:00,88
,19:45:00-20:00:00,50
,20:00:00-20:15:00,65
,20:15:00-20:30:00,50
,20:30:00-20:45:00,51
,20:45:00-21:00:00,32
,21:00:00-21:15:00,61
,21:15:00-21:30:00,44
,21:30:00-21:45:00,61
,21:45:00-22:00:00,40
,22:00:00-22:15:00,48
,22:15:00-22:30:00,73
,22:30:00-22:45:00,44
,22:45:00-23:00:00,32
,23:00:00-23:15:00,49
,23:15:00-23:30:00,51
,23:30:00-23:45:00,43
,23:45:00-00:00:00,37
