week,time,count
,21:00:00-21:15:00,26
,21:15:00-21:30:00,24
,21:30:00-21:45:00,33
,21:45:00-22:00:00,21
,22:00:00-22:15:00,18
,22:15:00-22:30:00,18
,22:30:00-22:45:00,19
,22:45:00-23:00:00,17
,23:00:00-23:15:00,9
,23:15:00-23:30:00,21
,23:30:00-23:45:00,15
,23:45:00-00:00:00,15
Wednesday,00:00:00-00:15:00,21
,00:15:00-00:30:00,10
,00:30:00-00:45:00,9
,00:45:00-01:00:00,6
,01:00:00-01:15:00,8
,01:15:00-01:30:00,3
,01:30:00-01:45:00,5
,01:45:00-02:00:00,5
,02:00:00-02:15:00,6
,02:15:00-02:30:00,0
,02:30:00-02:45:00,2
,02:45:00-03:00:00,1
,03:00:00-03:15:00,1
,03:15:00-03:30:00,7
,03:30:00-03:45:00,2
,03:45:00-04:00:00,2
,04:00:00-04:15:00,0
,04:15:00-04:30:00,0
,04:30:00-04:45:00,6
,04:45:00-05:00:00,1
,05:00:00-05:15:00,6
,05:15:00-05:30:00,5
,05:30:00-05:45:00,3
,05:45:00-06:00:00,12
,06:00:00-06:15:00,9
,06:15:00-06:30:00,17
,06:30:00-06:45:00,21
,06:45:00-07:00:00,21
,07:00:00-07:15:00,36
,07:15:00-07:30:00,38
,07:30:00-07:45:00,44
,07:45:00-08:00:00,53
,08:00:00-08:15:00,62
,08:15:00-08:30:00,69
,08:30:00-08:45:00,85
,08:45:00-09:00:00,78
,09:00:00-09:15:00,84
,09:15:00-09:30:00,44
,09:30:00-09:45:00,53
,09:45:00-10:00:00,37
,10:00:00-10:15:00,48
,10:15:00-10:30:00,43
,10:30:00-10:45:00,32
,10:45:00-11:00:00,43
,11:00:00-11:15:00,43
,11:15:00-11:30:00,44
,11:30:00-11:45:00,49
,11:45:00-12:00:00,45
,12:00:00-12:15:00,45
,12:15:00-12:30:00,29
,12:30:00-12:45:00,44
,12:45:00-13:00:00,48
,13:00:00-13:15:00,45
,13:15:00-13:30:00,51
,13:30:00-13:45:00,54
,13:45:00-14:00:00,45
,14:00:00-14:15:00,52
,14:15:00-14:30:00,44
,14:30:00-14:45:00,65
,14:45:00-15:00:00,49
,15:00:00-15:15:00,68
,15:15:00-15:30:00,58
,15:30:00-15:45:00,54
,15:45:00-16:00:00,70
,16:00:00-16:15:00,75
,16:15:00-16:30:00,65
,16:30:00-16:45:00,78
,16:45:00-17:00:00,71
,17:00:00-17:15:00,80
,17:15:00-17:30:00,69
,17:30:00-17:45:00,87
,17:45:00-18:00:00,86
,18:00:00-18:15:00,92
,18:15:00-18:30:00,60
,18:30:00-18:45:00,74
,18:45:00-19:00:00,67
,19:00:00-19:15:00,74
,19:15:00-19:30:00,52
,19:30:00-19:45:00,43
,19:45:00-20:00:00,47
,20:00:00-20:15:00,42
,20:15:00-20:30:00,29
,20:30:00-20:45:00,33
,20:45:00-21:00:00,30
,21:00:00-21:15:00,27
,21:15:00-21:30:00,28
,21:30:00-21:45:00,28
,21:45:00-22:00:00,30
,22:00:00-22:15:00,23
,22:15:00-22:30:00,22
,22:30:00-22:45:00,26
,22:45:00-23:00:00,13
,23:00:00-23:15:00,23
,23:15:00-23:30:00,17
,23:30:00-23:45:00,14
,23:45:00-00:00:00,15
Thursday,00:00:00-00:15:00,14
,00:15:00-00:30:00,9
,00:30:00-00:45:00,10
,00:45:00-01:00:00,6
,01:00:00-01:15:00,7
,01:15:00-01:30:00,4
,01:30:00-01:45:00,7
,01:45:00-02:00:00,7
,02:00:00-02:15:00,5
,02:15:00-02:30:00,1
,02:30:00-02:45:00,6
,02:45:00-03:00:00,0
,03:00:00-03:15:00,2
,03:15:00-03:30:00,4
,03:30:00-03:45:00,1
,03:45:00-04:00:00,2
,04:00:00-04:15:00,2
,04:15:00-04:30:00,4
,04:30:00-04:45:00,4
,04:45:00-05:00:00,2
,05:00:00-05:15:00,6
,05:15:00-05:30:00,4
,05:30:00-05:45:00,5
,05:45:00-06:00:00,6
,06:00:00-06:15:00,11
,06:15:00-06:30:00,9
,06:30:00-06:45:00,24
,06:45:00-07:00:00,26
,07:00:00-07:15:00,44
,07:15:00-07:30:00,43
,07:30:00-07:45:00,35
,07:45:00-08:00:00,59
,08:00:00-08:15:00,58
,08:15:00-08:30:00,64
,08:30:00-08:45:00,85
,08:45:00-09:00:00,76
,09:00:00-09:15:00,80
,09:15:00-09:30:00,49
,09:30:00-09:45:00,61
,09:45:00-10:00:00,46
,10:00:00-10:15:00,49
,10:15:00-10:30:00,30
,10:30:00-10:45:00,32
,10:45:00-11:00:00,40
,11:00:00-11:15:00,51
,11:15:00-11:30:00,38
,11:30:00-11:45:00,41
,11:45:00-12:00:00,49
,12:00:00-12:15:00,58
,12:15:00-12:30:00,49
,12:30:00-12:45:00,45
,12:45:00-13:00:00,53
,13:00:00-13:15:00,43
,13:15:00-13:30:00,41
,13:30:00-13:45:00,53
,13:45:00-14:00:00,34
,14:00:00-14:15:00,56
,14:15:00-14:30:00,47
,14:30:00-14:45:00,47
,14:45:00-15:00:00,47
,15:00:00-15:15:00,55
,15:15:00-15:30:00,57
,15:30:00-15:45:00,72
,15:45:00-16:00:00,69
,16:00:00-16:15:00,73
,16:15:00-16:30:00,44
,16:30:00-16:45:00,79
,16:45:00-17:00:00,60
,17:00:00-17:15:00,79
,17:15:00-17:30:00,78
,17:30:00-17:45:00,92
,17:45:00-18:00:00,66
,18:00:00-18:15:00,98
,18:15:00-18:30:00,67
,18:30:00-18:45:00,78
,18:45:00-19:00:00,64
,19:00:00-19:15:00,67
,19:15:00-19:30:00,51
,19:30:00-19:45:00,49
,19:45:00-20:00:00,27
,20:00:00-20:15:00,63
,20:15:00-20:30:00,27
,20:30:00-20:45:00,37
,20:45:00-21:00:00,24
,21:00:00-21:15:00,35
,21:15:00-21:30:00,27
,21:30:00-21:45:00,36
,21:45:00-22:00:00,33
,22:00:00-22:15:00,27
,22:15:00-22:30:00,20
,22:30:00-22:45:00,33
,22:45:00-23:00:00,26
,23:00:00-23:15:00,27
,23:15:00-23:30:00,18
,23:30:00-23:45:00,17
,23:45:00-00:00:00,17
Friday,00:00:00-00:15:00,18
,00:15:00-00:30:00,16
,00:30:00-00:45:00,8
,00:45:00-01:00:00,9
,01:00:00-01:15:00,6
,01:15:00-01:30:00,7
,01:30:00-01:45:00,9
,01:45:00-02:00:00,7
,02:00:00-02:15:00,4
,02:15:00-02:30:00,4
,02:30:00-02:45:00,4
,02:45:00-03:00:00,4
,03:00:00-03:15:00,6
,03:15:00-03:30:00,5
,03:30:00-03:45:00,8
,03:45:00-04:00:00,7
,04:00:00-04:15:00,5
,04:15:00-04:30:00,3
,04:30:00-04:45:00,5
,04:45:00-05:00:00,6
,05:00:00-05:15:00,3
,05:15:00-05:30:00,8
,05:30:00-05:45:00,11
,05:45:00-06:00:00,9
,06:00:00-06:15:00,8
,06:15:00-06:30:00,14
,06:30:00-06:45:00,20
,06:45:00-07:00:00,24
,07:00:00-07:15:00,36
,07:15:00-07:30:00,35
,07:30:00-07:45:00,41
,07:45:00-08:00:00,48
,08:00:00-08:15:00,81
,08:15:00-08:30:00,63
,08:30:00-08:45:00,91
,08:45:00-09:00:00,96
,09:00:00-09:15:00,69
,09:15:00-09:30:00,49
,09:30:00-09:45:00,53
,09:45:00-10:00:00,32
,10:00:00-10:15:00,32
,10:15:00-10:30:00,24
,10:30:00-10:45:00,32
,10:45:00-11:00:00,35
,11:00:00-11:15:00,40
,11:15:00-11:30:00,33
,11:30:00-11:45:00,37
,11:45:00-12:00:00,39
,12:00:00-12:15:00,39
,12:15:00-12:30:00,44
,12:30:00-12:45:00,48
,12:45:00-13:00:00,39
,13:00:00-13:15:00,51
,13:15:00-13:30:00,40
,13:30:00-13:45:00,67
,13:45:00-14:00:00,52
,14:00:00-14:15:00,49
,14:15:00-14:30:00,47
,14:30:00-14:45:00,48
,14:45:00-15:00:00,50
,15:00:00-15:15:00,67
,15:15:00-15:30:00,61
,15:30:00-15:45:00,63
,15:45:00-16:00:00,74
,16:00:00-16:15:00,52
,16:15:00-16:30:00,65
,16:30:00-16:45:00,68
,16:45:00-17:00:00,75
,17:00:00-17:15:00,76
,17:15:00-17:30:00,74
,17:30:00-17:45:00,68
,17:45:00-18:00:00,79
,18:00:00-18:15:00,80
,18:15:00-18:30:00,74
,18:30:00-18:45:00,68
,18:45:00-19:00:00,60
,19:00:00-19:15:00,60
,19:15:00-19:30:00,62
,19:30:00-19:45:00,60
,19:45:00-20:00:00,41
,20:00:00-20:15:00,37
,20:15:00-20:30:00,38
,20:30:00-20:45:00,40
,20:45:00-21:00:00,22
,21:00:00-21:15:00,34
,21:15:00-21:30:00,29
,21:30:00-21:45:00,30
,21:45:00-22:00:00,25
,22:00:00-22:15:00,26
,22:15:00-22:30:00,24
,22:30:00-22:45:00,20
,22:45:00-23:00:00,15
,23:00:00-23:15:00,13
,23:15:00-23:30:00,17
,23:30:00-23:45:00,29
,23:45:00-00:00:00,17
Saturday,00:00:00-00:15:00,21
,00:15:00-00:30:00,16
,00:30:00-00:45:00,19
,00:45:00-01:00:00,14
,01:00:00-01:15:00,8
,01:15:00-01:30:00,9
,01:30:00-01:45:00,12
,01:45:00-02:00:00,6
,02:00:00-02:15:00,7
,02:15:00-02:30:00,5
,02:30:00-02:45:00,4
,02:45:00-03:00:00,6
,03:00:00-03:15:00,5
,03:15:00-03:30:00,3
,03:30:00-03:45:00,3
,03:45:00-04:00:00,3
,04:00:00-04:15:00,5
,04:15:00-04:30:00,5
,04:30:00-04:45:00,2
,04:45:00-05:00:00,3
,05:00:00-05:15:00,5
,05:15:00-05:30:00,7
,05:30:00-05:45:00,8
,05:45:00-06:00:00,6
,06:00:00-06:15:00,13
,06:15:00-06:30:00,11
,06:30:00-06:45:00,19
,06:45:00-07:00:00,25
,07:00:00-07:15:00,32
,07:15:00-07:30:00,49
,07:30:00-07:45:00,57
,07:45:00-08:00:00,51
,08:00:00-08:15:00,67
,08:15:00-08:30:00,72
,08:30:00-08:45:00,90
,08:45:00-09:00:00,74
,09:00:00-09:15:00,66
,09:15:00-09:30:00,55
,09:30:00-09:45:00,40
,09:45:00-10:00:00,46
,10:00:00-10:15:00,41
,10:15:00-10:30:00,40
,10:30:00-10:45:00,28
,10:45:00-11:00:00,37
,11:00:00-11:15:00,41
,11:15:00-11:30:00,45
,11:30:00-11:45:00,43
,11:45:00-12:00:00,43
,12:00:00-12:15:00,60
,12:15:00-12:30:00,53
,12:30:00-12:45:00,49
,12:45:00-13:00:00,40
,13:00:00-13:15:00,61
,13:15:00-13:30:00,60
,13:30:00-13:45:00,58
,13:45:00-14:00:00,51
,14:00:00-14:15:00,48
,14:15:00-14:30:00,48
,14:30:00-14:45:00,50
,14:45:00-15:00:00,51
,15:00:00-15:15:00,77
,15:15:00-15:30:00,65
,15:30:00-15:45:00,82
,15:45:00-16:00:00,71
,16:00:00-16:15:00,72
,16:15:00-16:30:00,69
,16:30:00-16:45:00,75
,16:45:00-17:00:00,57
,17:00:00-17:15:00,83
,17:15:00-17:30:00,74
,17:30:00-17:45:00,84
,17:45:00-18:00:00,76
,18:00:00-18:15:00,92
,18:15:00-18:30:00,79
,18:30:00-18:45:00,69
,18:45:00-19:00:00,69
,19:00:00-19:15:00,64
,19:15:00-19:30:00,51
,19:30:00-19:45:00,50
,19:45:00-20:00:00,55
,20:00:00-20:15:00,60
,20:15:00-20:30:00,42
,20:30:00-20:45:00,33
,20:45:00-21:00:00,32
,21:00:00-21:15:00,40
,21:15:00-21:30:00,37
,21:30:00-21:45:00,32
,21:45:00-22:00:00,33
,22:00:00-22:15:00,30
,22:15:00-22:30:00,29
,22:30:00-22:45:00,31
,22:45:00-23:00:00,25
,23:00:00-23:15:00,25
,23:15:00-23:30:00,29
,23:30:00-23:45:00,30
,23:45:00-00:00:00,24
Sunday,00:00:00-00:15:00,29
,00:15:00-00:30:00,26
,00:30:00-00:45:00,30
,00:45:00-01:00:00,32
,01:00:00-01:15:00,17
,01:15:00-01:30:00,17
,01:30:00-01:45:00,13
,01:45:00-02:00:00,10
,02:00:00-02:15:00,18
,02:15:00-02:30:00,12
,02:30:00-02:45:00,12
,02:45:00-03:00:00,10
,03:00:00-03:15:00,12
,03:15:00-03:30:00,10
,03:30:00-03:45:00,10
,03:45:00-04:00:00,13
,04:00:00-04:15:00,16
,04:15:00-04:30:00,15
,04:30:00-04:45:00,7
,04:45:00-05:00:00,9
,05:00:00-05:15:00,7
,05:15:00-05:30:00,5
,05:30:00-05:45:00,12
,05:45:00-06:00:00,4
,06:00:00-06:15:00,12
,06:15:00-06:30:00,9
,06:30:00-06:45:00,12
,06:45:00-07:00:00,15
,07:00:00-07:15:00,16
,07:15:00-07:30:00,7
,07:30:00-07:45:00,20
,07:45:00-08:00:00,16
,08:00:00-08:15:00,23
,08:15:00-08:30:00,12
,08:30:00-08:45:00,18
,08:45:00-09:00:00,19
,09:00:00-09:15:00,24
,09:15:00-09:30:00,26
,09:30:00-09:45:00,25
,09:45:00-10:00:00,36
,10:00:00-10:15:00,34
,10:15:00-10:30:00,41
,10:30:00-10:45:00,33
,10:45:00-11:00:00,32
,11:00:00-11:15:00,39
,11:15:00-11:30:00,33
,11:30:00-11:45:00,43
,11:45:00-12:00:00,43
,12:00:00-12:15:00,54
,12:15:00-12:30:00,46
,12:30:00-12:45:00,53
,12:45:00-13:00:00,41
,13:00:00-13:15:00,69
,13:15:00-13:30:00,44
,13:30:00-13:45:00,54
,13:45:00-14:00:00,54
,14:00:00-14:15:00,68
,14:15:00-14:30:00,48
,14:30:00-14:45:00,54
,14:45:00-15:00:00,40
,15:00:00-15:15:00,55
,15:15:00-15:30:00,51
,15:30:00-15:45:00,41
,15:45:00-16:00:00,46
,16:00:00-16:15:00,39
,16:15:00-16:30:00,41
,16:30:00-16:45:00,54
,16:45:00-17:00:00,51
,17:00:00-17:15:00,59
,17:15:00-17:30:00,47
,17:30:00-17:45:00,51
,17:45:00-18:00:00,48
,18:00:00-18:15:00,58
,18:15:00-18:30:00,48
,18:30:00-18:45:00,49
,18:45:00-19:00:00,52
,19:00:00-19:15:00,50
,19:15:00-19:30:00,41
,19:30:00-19:45:00,47
,19:45:00-20:00:00,38
,20:00:00-20:15:00,53
,20:15:00-20:30:00,44
,20:30:00-20:45:00,45
,20:45:00-21:00:00,19
,21:00:00-21:15:00,35
,21:15:00-21:30:00,25
,21:30:00-21:45:00,28
,21:45:00-22:00:00,29
,22:00:00-22:15:00,35
,22:15:00-22:30:00,27
,22:30:00-22:45:00,26
,22:45:00-23:00:00,30
,23:00:00-23:15:00,25
,23:15:00-23:30:00,20
,23:30:00-23:45:00,27
,23:45:00-00:00:00,29
