week,time,count
,17:00:00-17:15:00,90
,17:15:00-17:30:00,55
,17:30:00-17:45:00,90
,17:45:00-18:00:00,86
,18:00:00-18:15:00,80
,18:15:00-18:30:00,50
,18:30:00-18:45:00,59
,18:45:00-19:00:00,55
,19:00:00-19:15:00,63
,19:15:00-19:30:00,64
,19:30:00-19:45:00,46
,19:45:00-20:00:00,46
,20:00:00-20:15:00,42
,20:15:00-20:30:00,35
,20:30:00-20:45:00,36
,20:45:00-21:00:00,25
,21:00:00-21:15:00,32
,21:15:00-21:30:00,17
,21:30:00-21:45:00,30
,21:45:00-22:00:00,14
,22:00:00-22:15:00,21
,22:15:00-22:30:00,29
,22:30:00-22:45:00,25
,22:45:00-23:00:00,12
,23:00:00-23:15:00,29
,23:15:00-23:30:00,22
,23:30:00-23:45:00,10
,23:45:00-00:00:00,20
Wednesday,00:00:00-00:15:00,11
,00:15:00-00:30:00,13
,00:30:00-00:45:00,12
,00:45:00-01:00:00,8
,01:00:00-01:15:00,9
,01:15:00-01:30:00,0
,01:30:00-01:45:00,4
,01:45:00-02:00:00,2
,02:00:00-02:15:00,6
,02:15:00-02:30:00,4
,02:30:00-02:45:00,7
,02:45:00-03:00:00,2
,03:00:00-03:15:00,2
,03:15:00-03:30:00,6
,03:30:00-03:45:00,4
,03:45:00-04:00:00,2
,04:00:00-04:15:00,3
,04:15:00-04:30:00,2
,04:30:00-04:45:00,5
,04:45:00-05:00:00,8
,05:00:00-05:15:00,3
,05:15:00-05:30:00,3
,05:30:00-05:45:00,5
,05:45:00-06:00:00,8
,06:00:00-06:15:00,20
,06:15:00-06:30:00,17
,06:30:00-06:45:00,18
,06:45:00-07:00:00,29
,07:00:00-07:15:00,22
,07:15:00-07:30:00,40
,07:30:00-07:45:00,62
,07:45:00-08:00:00,68
,08:00:00-08:15:00,81
,08:15:00-08:30:00,70
,08:30:00-08:45:00,93
,08:45:00-09:00:00,83
,09:00:00-09:15:00,77
,09:15:00-09:30:00,70
,09:30:00-09:45:00,45
,09:45:00-10:00:00,43
,10:00:00-10:15:00,43
,10:15:00-10:30:00,33
,10:30:00-10:45:00,42
,10:45:00-11:00:00,41
,11:00:00-11:15:00,47
,11:15:00-11:30:00,38
,11:30:00-11:45:00,47
,11:45:00-12:00:00,42
,12:00:00-12:15:00,54
,12:15:00-12:30:00,49
,12:30:00-12:45:00,56
,12:45:00-13:00:00,42
,13:00:00-13:15:00,53
,13:15:00-13:30:00,42
,13:30:00-13:45:00,48
,13:45:00-14:00:00,51
,14:00:00-14:15:00,64
,14:15:00-14:30:00,55
,14:30:00-14:45:00,56
,14:45:00-15:00:00,51
,15:00:00-15:15:00,55
,15:15:00-15:30:00,64
,15:30:00-15:45:00,94
,15:45:00-16:00:00,56
,16:00:00-16:15:00,78
,16:15:00-16:30:00,58
,16:30:00-16:45:00,64
,16:45:00-17:00:00,76
,17:00:00-17:15:00,81
,17:15:00-17:30:00,81
,17:30:00-17:45:00,84
,17:45:00-18:00:00,68
,18:00:00-18:15:00,109
,18:15:00-18:30:00,80
,18:30:00-18:45:00,71
,18:45:00-19:00:00,77
,19:00:00-19:15:00,72
,19:15:00-19:30:00,61
,19:30:00-19:45:00,62
,19:45:00-20:00:00,46
,20:00:00-20:15:00,45
,20:15:00-20:30:00,33
,20:30:00-20:45:00,38
,20:45:00-21:00:00,22
,21:00:00-21:15:00,37
,21:15:00-21:30:00,31
,21:30:00-21:45:00,28
,21:45:00-22:00:00,27
,22:00:00-22:15:00,30
,22:15:00-22:30:00,20
,22:30:00-22:45:00,32
,22:45:00-23:00:00,20
,23:00:00-23:15:00,22
,23:15:00-23:30:00,15
,23:30:00-23:45:00,25
,23:45:00-00:00:00,16
Thursday,00:00:00-00:15:00,11
,00:15:00-00:30:00,7
,00:30:00-00:45:00,14
,00:45:00-01:00:00,7
,01:00:00-01:15:00,4
,01:15:00-01:30:00,5
,01:30:00-01:45:00,8
,01:45:00-02:00:00,2
,02:00:00-02:15:00,6
,02:15:00-02:30:00,7
,02:30:00-02:45:00,4
,02:45:00-03:00:00,5
,03:00:00-03:15:00,5
,03:15:00-03:30:00,1
,03:30:00-03:45:00,4
,03:45:00-04:00:00,5
,04:00:00-04:15:00,5
,04:15:00-04:30:00,2
,04:30:00-04:45:00,5
,04:45:00-05:00:00,6
,05:00:00-05:15:00,2
,05:15:00-05:30:00,5
,05:30:00-05:45:00,6
,05:45:00-06:00:00,10
,06:00:00-06:15:00,16
,06:15:00-06:30:00,14
,06:30:00-06:45:00,19
,06:45:00-07:00:00,32
,07:00:00-07:15:00,36
,07:15:00-07:30:00,41
,07:30:00-07:45:00,50
,07:45:00-08:00:00,65
,08:00:00-08:15:00,86
,08:15:00-08:30:00,85
,08:30:00-08:45:00,97
,08:45:00-09:00:00,96
,09:00:00-09:15:00,106
,09:15:00-09:30:00,61
,09:30:00-09:45:00,61
,09:45:00-10:00:00,57
,10:00:00-10:15:00,34
,10:15:00-10:30:00,29
,10:30:00-10:45:00,45
,10:45:00-11:00:00,30
,11:00:00-11:15:00,47
,11:15:00-11:30:00,40
,11:30:00-11:45:00,52
,11:45:00-12:00:00,42
,12:00:00-12:15:00,55
,12:15:00-12:30:00,45
,12:30:00-12:45:00,58
,12:45:00-13:00:00,46
,13:00:00-13:15:00,63
,13:15:00-13:30:00,30
,13:30:00-13:45:00,54
,13:45:00-14:00:00,57
,14:00:00-14:15:00,70
,14:15:00-14:30:00,58
,14:30:00-14:45:00,59
,14:45:00-15:00:00,42
,15:00:00-15:15:00,64
,15:15:00-15:30:00,64
,15:30:00-15:45:00,74
,15:45:00-16:00:00,64
,16:00:00-16:15:00,72
,16:15:00-16:30:00,54
,16:30:00-16:45:00,79
,16:45:00-17:00:00,78
,17:00:00-17:15:00,82
,17:15:00-17:30:00,66
,17:30:00-17:45:00,85
,17:45:00-18:00:00,76
,18:00:00-18:15:00,93
,18:15:00-18:30:00,84
,18:30:00-18:45:00,72
,18:45:00-19:00:00,78
,19:00:00-19:15:00,71
,19:15:00-19:30:00,53
,19:30:00-19:45:00,62
,19:45:00-20:00:00,49
,20:00:00-20:15:00,51
,20:15:00-20:30:00,31
,20:30:00-20:45:00,37
,20:45:00-21:00:00,38
,21:00:00-21:15:00,28
,21:15:00-21:30:00,23
,21:30:00-21:45:00,30
,21:45:00-22:00:00,36
,22:00:00-22:15:00,29
,22:15:00-22:30:00,27
,22:30:00-22:45:00,31
,22:45:00-23:00:00,21
,23:00:00-23:15:00,30
,23:15:00-23:30:00,19
,23:30:00-23:45:00,20
,23:45:00-00:00:00,21
Friday,00:00:00-00:15:00,11
,00:15:00-00:30:00,12
,00:30:00-00:45:00,15
,00:45:00-01:00:00,13
,01:00:00-01:15:00,13
,01:15:00-01:30:00,7
,01:30:00-01:45:00,13
,01:45:00-02:00:00,7
,02:00:00-02:15:00,6
,02:15:00-02:30:00,1
,02:30:00-02:45:00,4
,02:45:00-03:00:00,2
,03:00:00-03:15:00,9
,03:15:00-03:30:00,2
,03:30:00-03:45:00,6
,03:45:00-04:00:00,5
,04:00:00-04:15:00,5
,04:15:00-04:30:00,2
,04:30:00-04:45:00,5
,04:45:00-05:00:00,4
,05:00:00-05:15:00,6
,05:15:00-05:30:00,3
,05:30:00-05:45:00,6
,05:45:00-06:00:00,8
,06:00:00-06:15:00,5
,06:15:00-06:30:00,6
,06:30:00-06:45:00,22
,06:45:00-07:00:00,24
,07:00:00-07:15:00,31
,07:15:00-07:30:00,37
,07:30:00-07:45:00,49
,07:45:00-08:00:00,62
,08:00:00-08:15:00,83
,08:15:00-08:30:00,65
,08:30:00-08:45:00,91
,08:45:00-09:00:00,75
,09:00:00-09:15:00,71
,09:15:00-09:30:00,73
,09:30:00-09:45:00,53
,09:45:00-10:00:00,51
,10:00:00-10:15:00,52
,10:15:00-10:30:00,54
,10:30:00-10:45:00,51
,10:45:00-11:00:00,38
,11:00:00-11:15:00,46
,11:15:00-11:30:00,38
,11:30:00-11:45:00,42
,11:45:00-12:00:00,35
,12:00:00-12:15:00,62
,12:15:00-12:30:00,45
,12:30:00-12:45:00,44
,12:45:00-13:00:00,44
,13:00:00-13:15:00,62
,13:15:00-13:30:00,44
,13:30:00-13:45:00,54
,13:45:00-14:00:00,54
,14:00:00-14:15:00,52
,14:15:00-14:30:00,27
,14:30:00-14:45:00,47
,14:45:00-15:00:00,60
,15:00:00-15:15:00,67
,15:15:00-15:30:00,67
,15:30:00-15:45:00,76
,15:45:00-16:00:00,59
,16:00:00-16:15:00,73
,16:15:00-16:30:00,67
,16:30:00-16:45:00,73
,16:45:00-17:00:00,59
,17:00:00-17:15:00,85
,17:15:00-17:30:00,56
,17:30:00-17:45:00,74
,17:45:00-18:00:00,79
,18:00:00-18:15:00,84
,18:15:00-18:30:00,67
,18:30:00-18:45:00,77
,18:45:00-19:00:00,49
,19:00:00-19:15:00,55
,19:15:00-19:30:00,70
,19:30:00-19:45:00,62
,19:45:00-20:00:00,45
,20:00:00-20:15:00,44
,20:15:00-20:30:00,48
,20:30:00-20:45:00,34
,20:45:00-21:00:00,26
,21:00:00-21:15:00,35
,21:15:00-21:30:00,17
,21:30:00-21:45:00,24
,21:45:00-22:00:00,24
,22:00:00-22:15:00,37
,22:15:00-22:30:00,22
,22:30:00-22:45:00,29
,22:45:00-23:00:00,26
,23:00:00-23:15:00,28
,23:15:00-23:30:00,14
,23:30:00-23:45:00,13
,23:45:00-00:00:00,21
Saturday,00:00:00-00:15:00,15
,00:15:00-00:30:00,9
,00:30:00-00:45:00,14
,00:45:00-01:00:00,9
,01:00:00-01:15:00,13
,01:15:00-01:30:00,10
,01:30:00-01:45:00,6
,01:45:00-02:00:00,5
,02:00:00-02:15:00,7
,02:15:00-02:30:00,6
,02:30:00-02:45:00,8
,02:45:00-03:00:00,8
,03:00:00-03:15:00,6
,03:15:00-03:30:00,5
,03:30:00-03:45:00,6
,03:45:00-04:00:00,2
,04:00:00-04:15:00,9
,04:15:00-04:30:00,6
,04:30:00-04:45:00,2
,04:45:00-05:00:00,6
,05:00:00-05:15:00,3
,05:15:00-05:30:00,3
,05:30:00-05:45:00,6
,05:45:00-06:00:00,4
,06:00:00-06:15:00,12
,06:15:00-06:30:00,11
,06:30:00-06:45:00,20
,06:45:00-07:00:00,28
,07:00:00-07:15:00,34
,07:15:00-07:30:00,42
,07:30:00-07:45:00,44
,07:45:00-08:00:00,41
,08:00:00-08:15:00,66
,08:15:00-08:30:00,67
,08:30:00-08:45:00,82
,08:45:00-09:00:00,81
,09:00:00-09:15:00,70
,09:15:00-09:30:00,68
,09:30:00-09:45:00,49
,09:45:00-10:00:00,34
,10:00:00-10:15:00,38
,10:15:00-10:30:00,49
,10:30:00-10:45:00,38
,10:45:00-11:00:00,45
,11:00:00-11:15:00,49
,11:15:00-11:30:00,49
,11:30:00-11:45:00,51
,11:45:00-12:00:00,50
,12:00:00-12:15:00,52
,12:15:00-12:30:00,46
,12:30:00-12:45:00,64
,12:45:00-13:00:00,47
,13:00:00-13:15:00,59
,13:15:00-13:30:00,45
,13:30:00-13:45:00,59
,13:45:00-14:00:00,52
,14:00:00-14:15:00,64
,14:15:00-14:30:00,48
,14:30:00-14:45:00,73
,14:45:00-15:00:00,47
,15:00:00-15:15:00,89
,15:15:00-15:30:00,59
,15:30:00-15:45:00,80
,15:45:00-16:00:00,77
,16:00:00-16:15:00,81
,16:15:00-16:30:00,74
,16:30:00-16:45:00,85
,16:45:00-17:00:00,76
,17:00:00-17:15:00,86
,17:15:00-17:30:00,84
,17:30:00-17:45:00,81
,17:45:00-18:00:00,67
,18:00:00-18:15:00,88
,18:15:00-18:30:00,64
,18:30:00-18:45:00,85
,18:45:00-19:00:00,54
,19:00:00-19:15:00,78
,19:15:00-19:30:00,46
,19:30:00-19:45:00,64
,19:45:00-20:00:00,43
,20:00:00-20:15:00,55
,20:15:00-20:30:00,58
,20:30:00-20:45:00,39
,20:45:00-21:00:00,39
,21:00:00-21:15:00,55
,21:15:00-21:30:00,28
,21:30:00-21:45:00,37
,21:45:00-22:00:00,26
,22:00:00-22:15:00,44
,22:15:00-22:30:00,31
,22:30:00-22:45:00,40
,22:45:00-23:00:00,35
,23:00:00-23:15:00,41
,23:15:00-23:30:00,26
,23:30:00-23:45:00,42
,23:45:00-00:00:00,30
Sunday,00:00:00-00:15:00,38
,00:15:00-00:30:00,22
,00:30:00-00:45:00,30
,00:45:00-01:00:00,15
,01:00:00-01:15:00,26
,01:15:00-01:30:00,20
,01:30:00-01:45:00,29
,01:45:00-02:00:00,18
,02:00:00-02:15:00,26
,02:15:00-02:30:00,17
,02:30:00-02:45:00,16
,02:45:00-03:00:00,16
,03:00:00-03:15:00,15
,03:15:00-03:30:00,9
,03:30:00-03:45:00,14
,03:45:00-04:00:00,16
,04:00:00-04:15:00,9
,04:15:00-04:30:00,11
,04:30:00-04:45:00,9
,04:45:00-05:00:00,11
,05:00:00-05:15:00,11
,05:15:00-05:30:00,5
,05:30:00-05:45:00,9
,05:45:00-06:00:00,11
,06:00:00-06:15:00,15
,06:15:00-06:30:00,12
,06:30:00-06:45:00,19
,06:45:00-07:00:00,9
,07:00:00-07:15:00,10
,07:15:00-07:30:00,12
,07:30:00-07:45:00,16
,07:45:00-08:00:00,15
,08:00:00-08:15:00,20
,08:15:00-08:30:00,11
,08:30:00-08:45:00,24
,08:45:00-09:00:00,26
,09:00:00-09:15:00,34
,09:15:00-09:30:00,21
,09:30:00-09:45:00,24
,09:45:00-10:00:00,22
,10:00:00-10:15:00,46
,10:15:00-10:30:00,35
,10:30:00-10:45:00,37
,10:45:00-11:00:00,30
,11:00:00-11:15:00,47
,11:15:00-11:30:00,43
,11:30:00-11:45:00,52
,11:45:00-12:00:00,47
,12:00:00-12:15:00,63
,12:15:00-12:30:00,47
,12:30:00-12:45:00,55
,12:45:00-13:00:00,44
,13:00:00-13:15:00,52
,13:15:00-13:30:00,55
,13:30:00-13:45:00,51
,13:45:00-14:00:00,65
,14:00:00-14:15:00,62
,14:15:00-14:30:00,46
,14:30:00-14:45:00,65
,14:45:00-15:00:00,62
,15:00:00-15:15:00,59
,15:15:00-15:30:00,50
,15:30:00-15:45:00,58
,15:45:00-16:00:00,56
,16:00:00-16:15:00,65
,16:15:00-16:30:00,45
,16:30:00-16:45:00,55
,16:45:00-17:00:00,41
,17:00:00-17:15:00,54
,17:15:00-17:30:00,61
,17:30:00-17:45:00,52
,17:45:00-18:00:00,46
,18:00:00-18:15:00,72
,18:15:00-18:30:00,54
,18:30:00-18:45:00,56
,18:45:00-19:00:00,43
,19:00:00-19:15:00,56
,19:15:00-19:30:00,42
,19:30:00-19:45:00,50
,19:45:00-20:00:00,41
,20:00:00-20:15:00,52
,20:15:00-20:30:00,41
,20:30:00-20:45:00,35
,20:45:00-21:00:00,33
,21:00:00-21:15:00,30
,21:15:00-21:30:00,29
,21:30:00-21:45:00,46
,21:45:00-22:00:00,30
,22:00:00-22:15:00,34
,22:15:00-22:30:00,23
,22:30:00-22:45:00,25
,22:45:00-23:00:00,25
,23:00:00-23:15:00,37
,23:15:00-23:30:00,34
,23:30:00-23:45:00,30
,23:45:00-00:00:00,34
