week,time,count
,18:00:00-18:15:00,104
,18:15:00-18:30:00,69
,18:30:00-18:45:00,81
,18:45:00-19:00:00,59
,19:00:00-19:15:00,82
,19:15:00-19:30:00,63
,19:30:00-19:45:00,68
,19:45:00-20:00:00,40
,20:00:00-20:15:00,37
,20:15:00-20:30:00,42
,20:30:00-20:45:00,35
,20:45:00-21:00:00,31
,21:00:00-21:15:00,26
,21:15:00-21:30:00,22
,21:30:00-21:45:00,38
,21:45:00-22:00:00,18
,22:00:00-22:15:00,34
,22:15:00-22:30:00,16
,22:30:00-22:45:00,32
,22:45:00-23:00:00,13
,23:00:00-23:15:00,20
,23:15:00-23:30:00,16
,23:30:00-23:45:00,7
,23:45:00-00:00:00,9
Thursday,00:00:00-00:15:00,11
,00:15:00-00:30:00,8
,00:30:00-00:45:00,12
,00:45:00-01:00:00,8
,01:00:00-01:15:00,7
,01:15:00-01:30:00,1
,01:30:00-01:45:00,5
,01:45:00-02:00:00,4
,02:00:00-02:15:00,4
,02:15:00-02:30:00,3
,02:30:00-02:45:00,4
,02:45:00-03:00:00,1
,03:00:00-03:15:00,4
,03:15:00-03:30:00,8
,03:30:00-03:45:00,3
,03:45:00-04:00:00,5
,04:00:00-04:15:00,2
,04:15:00-04:30:00,3
,04:30:00-04:45:00,6
,04:45:00-05:00:00,7
,05:00:00-05:15:00,6
,05:15:00-05:30:00,4
,05:30:00-05:45:00,9
,05:45:00-06:00:00,13
,06:00:00-06:15:00,11
,06:15:00-06:30:00,13
,06:30:00-06:45:00,22
,06:45:00-07:00:00,27
,07:00:00-07:15:00,34
,07:15:00-07:30:00,37
,07:30:00-07:45:00,68
,07:45:00-08:00:00,64
,08:00:00-08:15:00,74
,08:15:00-08:30:00,78
,08:30:00-08:45:00,104
,08:45:00-09:00:00,86
,09:00:00-09:15:00,98
,09:15:00-09:30:00,63
,09:30:00-09:45:00,54
,09:45:00-10:00:00,55
,10:00:00-10:15:00,44
,10:15:00-10:30:00,43
,10:30:00-10:45:00,41
,10:45:00-11:00:00,39
,11:00:00-11:15:00,37
,11:15:00-11:30:00,38
,11:30:00-11:45:00,45
,11:45:00-12:00:00,40
,12:00:00-12:15:00,51
,12:15:00-12:30:00,37
,12:30:00-12:45:00,40
,12:45:00-13:00:00,46
,13:00:00-13:15:00,66
,13:15:00-13:30:00,46
,13:30:00-13:45:00,60
,13:45:00-14:00:00,41
,14:00:00-14:15:00,56
,14:15:00-14:30:00,41
,14:30:00-14:45:00,53
,14:45:00-15:00:00,48
,15:00:00-15:15:00,57
,15:15:00-15:30:00,68
,15:30:00-15:45:00,61
,15:45:00-16:00:00,57
,16:00:00-16:15:00,73
,16:15:00-16:30:00,66
,16:30:00-16:45:00,77
,16:45:00-17:00:00,72
,17:00:00-17:15:00,103
,17:15:00-17:30:00,65
,17:30:00-17:45:00,83
,17:45:00-18:00:00,80
,18:00:00-18:15:00,83
,18:15:00-18:30:00,86
,18:30:00-18:45:00,92
,18:45:00-19:00:00,53
,19:00:00-19:15:00,66
,19:15:00-19:30:00,49
,19:30:00-19:45:00,61
,19:45:00-20:00:00,49
,20:00:00-20:15:00,57
,20:15:00-20:30:00,35
,20:30:00-20:45:00,41
,20:45:00-21:00:00,31
,21:00:00-21:15:00,25
,21:15:00-21:30:00,25
,21:30:00-21:45:00,24
,21:45:00-22:00:00,26
,22:00:00-22:15:00,28
,22:15:00-22:30:00,20
,22:30:00-22:45:00,25
,22:45:00-23:00:00,18
,23:00:00-23:15:00,18
,23:15:00-23:30:00,27
,23:30:00-23:45:00,14
,23:45:00-00:00:00,7
Friday,00:00:00-00:15:00,19
,00:15:00-00:30:00,13
,00:30:00-00:45:00,15
,00:45:00-01:00:00,17
,01:00:00-01:15:00,4
,01:15:00-01:30:00,4
,01:30:00-01:45:00,5
,01:45:00-02:00:00,5
,02:00:00-02:15:00,4
,02:15:00-02:30:00,7
,02:30:00-02:45:00,1
,02:45:00-03:00:00,3
,03:00:00-03:15:00,1
,03:15:00-03:30:00,6
,03:30:00-03:45:00,4
,03:45:00-04:00:00,3
,04:00:00-04:15:00,5
,04:15:00-04:30:00,3
,04:30:00-04:45:00,6
,04:45:00-05:00:00,1
,05:00:00-05:15:00,4
,05:15:00-05:30:00,6
,05:30:00-05:45:00,9
,05:45:00-06:00:00,13
,06:00:00-06:15:00,17
,06:15:00-06:30:00,15
,06:30:00-06:45:00,14
,06:45:00-07:00:00,27
,07:00:00-07:15:00,37
,07:15:00-07:30:00,46
,07:30:00-07:45:00,57
,07:45:00-08:00:00,67
,08:00:00-08:15:00,72
,08:15:00-08:30:00,69
,08:30:00-08:45:00,89
,08:45:00-09:00:00,92
,09:00:00-09:15:00,87
,09:15:00-09:30:00,59
,09:30:00-09:45:00,56
,09:45:00-10:00:00,45
,10:00:00-10:15:00,37
,10:15:00-10:30:00,36
,10:30:00-10:45:00,46
,10:45:00-11:00:00,40
,11:00:00-11:15:00,42
,11:15:00-11:30:00,41
,11:30:00-11:45:00,40
,11:45:00-12:00:00,38
,12:00:00-12:15:00,53
,12:15:00-12:30:00,45
,12:30:00-12:45:00,58
,12:45:00-13:00:00,42
,13:00:00-13:15:00,54
,13:15:00-13:30:00,39
,13:30:00-13:45:00,52
,13:45:00-14:00:00,58
,14:00:00-14:15:00,52
,14:15:00-14:30:00,46
,14:30:00-14:45:00,61
,14:45:00-15:00:00,37
,15:00:00-15:15:00,69
,15:15:00-15:30:00,69
,15:30:00-15:45:00,88
,15:45:00-16:00:00,65
,16:00:00-16:15:00,85
,16:15:00-16:30:00,61
,16:30:00-16:45:00,83
,16:45:00-17:00:00,72
,17:00:00-17:15:00,69
,17:15:00-17:30:00,75
,17:30:00-17:45:00,83
,17:45:00-18:00:00,73
,18:00:00-18:15:00,87
,18:15:00-18:30:00,67
,18:30:00-18:45:00,73
,18:45:00-19:00:00,80
,19:00:00-19:15:00,76
,19:15:00-19:30:00,53
,19:30:00-19:45:00,69
,19:45:00-20:00:00,38
,20:00:00-20:15:00,49
,20:15:00-20:30:00,41
,20:30:00-20:45:00,59
,20:45:00-21:00:00,21
,21:00:00-21:15:00,41
,21:15:00-21:30:00,27
,21:30:00-21:45:00,34
,21:45:00-22:00:00,27
,22:00:00-22:15:00,39
,22:15:00-22:30:00,29
,22:30:00-22:45:00,25
,22:45:00-23:00:00,24
,23:00:00-23:15:00,25
,23:15:00-23:30:00,23
,23:30:00-23:45:00,16
,23:45:00-00:00:00,18
Saturday,00:00:00-00:15:00,21
,00:15:00-00:30:00,11
,00:30:00-00:45:00,21
,00:45:00-01:00:00,13
,01:00:00-01:15:00,18
,01:15:00-01:30:00,8
,01:30:00-01:45:00,9
,01:45:00-02:00:00,8
,02:00:00-02:15:00,6
,02:15:00-02:30:00,3
,02:30:00-02:45:00,11
,02:45:00-03:00:00,2
,03:00:00-03:15:00,9
,03:15:00-03:30:00,4
,03:30:00-03:45:00,5
,03:45:00-04:00:00,2
,04:00:00-04:15:00,4
,04:15:00-04:30:00,2
,04:30:00-04:45:00,4
,04:45:00-05:00:00,3
,05:00:00-05:15:00,3
,05:15:00-05:30:00,2
,05:30:00-05:45:00,5
,05:45:00-06:00:00,10
,06:00:00-06:15:00,6
,06:15:00-06:30:00,9
,06:30:00-06:45:00,16
,06:45:00-07:00:00,21
,07:00:00-07:15:00,43
,07:15:00-07:30:00,38
,07:30:00-07:45:00,46
,07:45:00-08:00:00,54
,08:00:00-08:15:00,67
,08:15:00-08:30:00,84
,08:30:00-08:45:00,86
,08:45:00-09:00:00,86
,09:00:00-09:15:00,86
,09:15:00-09:30:00,53
,09:30:00-09:45:00,33
,09:45:00-10:00:00,31
,10:00:00-10:15:00,51
,10:15:00-10:30:00,30
,10:30:00-10:45:00,53
,10:45:00-11:00:00,36
,11:00:00-11:15:00,41
,11:15:00-11:30:00,45
,11:30:00-11:45:00,38
,11:45:00-12:00:00,43
,12:00:00-12:15:00,58
,12:15:00-12:30:00,45
,12:30:00-12:45:00,49
,12:45:00-13:00:00,42
,13:00:00-13:15:00,60
,13:15:00-13:30:00,48
,13:30:00-13:45:00,69
,13:45:00-14:00:00,44
,14:00:00-14:15:00,48
,14:15:00-14:30:00,54
,14:30:00-14:45:00,64
,14:45:00-15:00:00,49
,15:00:00-15:15:00,65
,15:15:00-15:30:00,71
,15:30:00-15:45:00,80
,15:45:00-16:00:00,88
,16:00:00-16:15:00,90
,16:15:00-16:30:00,67
,16:30:00-16:45:00,86
,16:45:00-17:00:00,75
,17:00:00-17:15:00,103
,17:15:00-17:30:00,81
,17:30:00-17:45:00,93
,17:45:00-18:00:00,90
,18:00:00-18:15:00,91
,18:15:00-18:30:00,61
,18:30:00-18:45:00,73
,18:45:00-19:00:00,79
,19:00:00-19:15:00,76
,19:15:00-19:30:00,54
,19:30:00-19:45:00,66
,19:45:00-20:00:00,47
,20:00:00-20:15:00,59
,20:15:00-20:30:00,49
,20:30:00-20:45:00,42
,20:45:00-21:00:00,37
,21:00:00-21:15:00,31
,21:15:00-21:30:00,41
,21:30:00-21:45:00,35
,21:45:00-22:00:00,27
,22:00:00-22:15:00,45
,22:15:00-22:30:00,27
,22:30:00-22:45:00,35
,22:45:00-23:00:00,37
,23:00:00-23:15:00,48
,23:15:00-23:30:00,18
,23:30:00-23:45:00,43
,23:45:00-00:00:00,29
Sunday,00:00:00-00:15:00,25
,00:15:00-00:30:00,23
,00:30:00-00:45:00,26
,00:45:00-01:00:00,22
,01:00:00-01:15:00,21
,01:15:00-01:30:00,15
,01:30:00-01:45:00,17
,01:45:00-02:00:00,18
,02:00:00-02:15:00,17
,02:15:00-02:30:00,10
,02:30:00-02:45:00,18
,02:45:00-03:00:00,17
,03:00:00-03:15:00,18
,03:15:00-03:30:00,12
,03:30:00-03:45:00,11
,03:45:00-04:00:00,13
,04:00:00-04:15:00,13
,04:15:00-04:30:00,7
,04:30:00-04:45:00,14
,04:45:00-05:00:00,5
,05:00:00-05:15:00,11
,05:15:00-05:30:00,10
,05:30:00-05:45:00,7
,05:45:00-06:00:00,11
,06:00:00-06:15:00,9
,06:15:00-06:30:00,16
,06:30:00-06:45:00,15
,06:45:00-07:00:00,19
,07:00:00-07:15:00,15
,07:15:00-07:30:00,11
,07:30:00-07:45:00,16
,07:45:00-08:00:00,13
,08:00:00-08:15:00,22
,08:15:00-08:30:00,15
,08:30:00-08:45:00,22
,08:45:00-09:00:00,19
,09:00:00-09:15:00,23
,09:15:00-09:30:00,30
,09:30:00-09:45:00,24
,09:45:00-10:00:00,34
,10:00:00-10:15:00,33
,10:15:00-10:30:00,33
,10:30:00-10:45:00,31
,10:45:00-11:00:00,41
,11:00:00-11:15:00,54
,11:15:00-11:30:00,44
,11:30:00-11:45:00,46
,11:45:00-12:00:00,46
,12:00:00-12:15:00,39
,12:15:00-12:30:00,52
,12:30:00-12:45:00,55
,12:45:00-13:00:00,54
,13:00:00-13:15:00,51
,13:15:00-13:30:00,39
,13:30:00-13:45:00,55
,13:45:00-14:00:00,53
,14:00:00-14:15:00,66
,14:15:00-14:30:00,50
,14:30:00-14:45:00,65
,14:45:00-15:00:00,43
,15:00:00-15:15:00,53
,15:15:00-15:30:00,31
,15:30:00-15:45:00,41
,15:45:00-16:00:00,39
,16:00:00-16:15:00,46
,16:15:00-16:30:00,56
,16:30:00-16:45:00,60
,16:45:00-17:00:00,46
,17:00:00-17:15:00,66
,17:15:00-17:30:00,71
,17:30:00-17:45:00,48
,17:45:00-18:00:00,53
,18:00:00-18:15:00,48
,18:15:00-18:30:00,47
,18:30:00-18:45:00,50
,18:45:00-19:00:00,43
,19:00:00-19:15:00,57
,19:15:00-19:30:00,40
,19:30:00-19:45:00,47
,19:45:00-20:00:00,39
,20:00:00-20:15:00,41
,20:15:00-20:30:00,32
,20:30:00-20:45:00,36
,20:45:00-21:00:00,32
,21:00:00-21:15:00,47
,21:15:00-21:30:00,30
,21:30:00-21:45:00,38
,21:45:00-22:00:00,22
,22:00:00-22:15:00,47
,22:15:00-22:30:00,22
,22:30:00-22:45:00,33
,22:45:00-23:00:00,22
,23:00:00-23:15:00,31
,23:15:00-23:30:00,39
,23:30:00-23:45:00,23
,23:45:00-00:00:00,18
