week,time,count
,08:00:00-08:15:00,73
,08:15:00-08:30:00,75
,08:30:00-08:45:00,87
,08:45:00-09:00:00,83
,09:00:00-09:15:00,85
,09:15:00-09:30:00,45
,09:30:00-09:45:00,60
,09:45:00-10:00:00,38
,10:00:00-10:15:00,31
,10:15:00-10:30:00,30
,10:30:00-10:45:00,47
,10:45:00-11:00:00,32
,11:00:00-11:15:00,38
,11:15:00-11:30:00,36
,11:30:00-11:45:00,44
,11:45:00-12:00:00,35
,12:00:00-12:15:00,38
,12:15:00-12:30:00,38
,12:30:00-12:45:00,53
,12:45:00-13:00:00,33
,13:00:00-13:15:00,49
,13:15:00-13:30:00,48
,13:30:00-13:45:00,48
,13:45:00-14:00:00,41
,14:00:00-14:15:00,61
,14:15:00-14:30:00,52
,14:30:00-14:45:00,54
,14:45:00-15:00:00,45
,15:00:00-15:15:00,60
,15:15:00-15:30:00,56
,15:30:00-15:45:00,77
,15:45:00-16:00:00,61
,16:00:00-16:15:00,78
,16:15:00-16:30:00,63
,16:30:00-16:45:00,55
,16:45:00-17:00:00,60
,17:00:00-17:15:00,64
,17:15:00-17:30:00,55
,17:30:00-17:45:00,63
,17:45:00-18:00:00,65
,18:00:00-18:15:00,90
,18:15:00-18:30:00,67
,18:30:00-18:45:00,56
,18:45:00-19:00:00,62
,19:00:00-19:15:00,53
,19:15:00-19:30:00,47
,19:30:00-19:45:00,48
,19:45:00-20:00:00,32
,20:00:00-20:15:00,41
,20:15:00-20:30:00,28
,20:30:00-20:45:00,41
,20:45:00-21:00:00,34
,21:00:00-21:15:00,34
,21:15:00-21:30:00,20
,21:30:00-21:45:00,26
,21:45:00-22:00:00,27
,22:00:00-22:15:00,24
,22:15:00-22:30:00,20
,22:30:00-22:45:00,36
,22:45:00-23:00:00,18
,23:00:00-23:15:00,16
,23:15:00-23:30:00,14
,23:30:00-23:45:00,13
,23:45:00-00:00:00,11
Wednesday,00:00:00-00:15:00,13
,00:15:00-00:30:00,7
,00:30:00-00:45:00,4
,00:45:00-01:00:00,4
,01:00:00-01:15:00,6
,01:15:00-01:30:00,5
,01:30:00-01:45:00,7
,01:45:00-02:00:00,5
,02:00:00-02:15:00,3
,02:15:00-02:30:00,1
,02:30:00-02:45:00,0
,02:45:00-03:00:00,2
,03:00:00-03:15:00,3
,03:15:00-03:30:00,7
,03:30:00-03:45:00,3
,03:45:00-04:00:00,1
,04:00:00-04:15:00,1
,04:15:00-04:30:00,4
,04:30:00-04:45:00,4
,04:45:00-05:00:00,5
,05:00:00-05:15:00,3
,05:15:00-05:30:00,9
,05:30:00-05:45:00,8
,05:45:00-06:00:00,6
,06:00:00-06:15:00,12
,06:15:00-06:30:00,18
,06:30:00-06:45:00,28
,06:45:00-07:00:00,20
,07:00:00-07:15:00,37
,07:15:00-07:30:00,52
,07:30:00-07:45:00,64
,07:45:00-08:00:00,54
,08:00:00-08:15:00,84
,08:15:00-08:30:00,86
,08:30:00-08:45:00,103
,08:45:00-09:00:00,104
,09:00:00-09:15:00,74
,09:15:00-09:30:00,67
,09:30:00-09:45:00,54
,09:45:00-10:00:00,44
,10:00:00-10:15:00,49
,10:15:00-10:30:00,34
,10:30:00-10:45:00,55
,10:45:00-11:00:00,44
,11:00:00-11:15:00,46
,11:15:00-11:30:00,35
,11:30:00-11:45:00,33
,11:45:00-12:00:00,32
,12:00:00-12:15:00,54
,12:15:00-12:30:00,32
,12:30:00-12:45:00,43
,12:45:00-13:00:00,40
,13:00:00-13:15:00,52
,13:15:00-13:30:00,49
,13:30:00-13:45:00,43
,13:45:00-14:00:00,42
,14:00:00-14:15:00,56
,14:15:00-14:30:00,40
,14:30:00-14:45:00,41
,14:45:00-15:00:00,48
,15:00:00-15:15:00,68
,15:15:00-15:30:00,58
,15:30:00-15:45:00,80
,15:45:00-16:00:00,89
,16:00:00-16:15:00,68
,16:15:00-16:30:00,73
,16:30:00-16:45:00,67
,16:45:00-17:00:00,80
,17:00:00-17:15:00,73
,17:15:00-17:30:00,79
,17:30:00-17:45:00,90
,17:45:00-18:00:00,83
,18:00:00-18:15:00,95
,18:15:00-18:30:00,104
,18:30:00-18:45:00,82
,18:45:00-19:00:00,60
,19:00:00-19:15:00,69
,19:15:00-19:30:00,63
,19:30:00-19:45:00,43
,19:45:00-20:00:00,49
,20:00:00-20:15:00,39
,20:15:00-20:30:00,35
,20:30:00-20:45:00,35
,20:45:00-21:00:00,21
,21:00:00-21:15:00,27
,21:15:00-21:30:00,37
,21:30:00-21:45:00,28
,21:45:00-22:00:00,21
,22:00:00-22:15:00,35
,22:15:00-22:30:00,26
,22:30:00-22:45:00,13
,22:45:00-23:00:00,11
,23:00:00-23:15:00,25
,23:15:00-23:30:00,17
,23:30:00-23:45:00,24
,23:45:00-00:00:00,21
Thursday,00:00:00-00:15:00,11
,00:15:00-00:30:00,10
,00:30:00-00:45:00,11
,00:45:00-01:00:00,13
,01:00:00-01:15:00,5
,01:15:00-01:30:00,6
,01:30:00-01:45:00,0
,01:45:00-02:00:00,2
,02:00:00-02:15:00,5
,02:15:00-02:30:00,4
,02:30:00-02:45:00,2
,02:45:00-03:00:00,1
,03:00:00-03:15:00,3
,03:15:00-03:30:00,6
,03:30:00-03:45:00,0
,03:45:00-04:00:00,4
,04:00:00-04:15:00,2
,04:15:00-04:30:00,1
,04:30:00-04:45:00,4
,04:45:00-05:00:00,3
,05:00:00-05:15:00,2
,05:15:00-05:30:00,8
,05:30:00-05:45:00,4
,05:45:00-06:00:00,6
,06:00:00-06:15:00,11
,06:15:00-06:30:00,16
,06:30:00-06:45:00,29
,06:45:00-07:00:00,17
,07:00:00-07:15:00,24
,07:15:00-07:30:00,49
,07:30:00-07:45:00,50
,07:45:00-08:00:00,54
,08:00:00-08:15:00,83
,08:15:00-08:30:00,82
,08:30:00-08:45:00,78
,08:45:00-09:00:00,102
,09:00:00-09:15:00,67
,09:15:00-09:30:00,48
,09:30:00-09:45:00,51
,09:45:00-10:00:00,47
,10:00:00-10:15:00,45
,10:15:00-10:30:00,36
,10:30:00-10:45:00,31
,10:45:00-11:00:00,29
,11:00:00-11:15:00,48
,11:15:00-11:30:00,39
,11:30:00-11:45:00,36
,11:45:00-12:00:00,40
,12:00:00-12:15:00,53
,12:15:00-12:30:00,55
,12:30:00-12:45:00,71
,12:45:00-13:00:00,35
,13:00:00-13:15:00,58
,13:15:00-13:30:00,47
,13:30:00-13:45:00,53
,13:45:00-14:00:00,40
,14:00:00-14:15:00,43
,14:15:00-14:30:00,47
,14:30:00-14:45:00,59
,14:45:00-15:00:00,56
,15:00:00-15:15:00,70
,15:15:00-15:30:00,65
,15:30:00-15:45:00,83
,15:45:00-16:00:00,71
,16:00:00-16:15:00,82
,16:15:00-16:30:00,65
,16:30:00-16:45:00,89
,16:45:00-17:00:00,70
,17:00:00-17:15:00,75
,17:15:00-17:30:00,80
,17:30:00-17:45:00,100
,17:45:00-18:00:00,71
,18:00:00-18:15:00,96
,18:15:00-18:30:00,72
,18:30:00-18:45:00,83
,18:45:00-19:00:00,78
,19:00:00-19:15:00,76
,19:15:00-19:30:00,49
,19:30:00-19:45:00,58
,19:45:00-20:00:00,46
,20:00:00-20:15:00,39
,20:15:00-20:30:00,29
,20:30:00-20:45:00,44
,20:45:00-21:00:00,27
,21:00:00-21:15:00,36
,21:15:00-21:30:00,23
,21:30:00-21:45:00,36
,21:45:00-22:00:00,26
,22:00:00-22:15:00,33
,22:15:00-22:30:00,20
,22:30:00-22:45:00,24
,22:45:00-23:00:00,23
,23:00:00-23:15:00,14
,23:15:00-23:30:00,15
,23:30:00-23:45:00,23
,23:45:00-00:00:00,18
Friday,00:00:00-00:15:00,21
,00:15:00-00:30:00,13
,00:30:00-00:45:00,13
,00:45:00-01:00:00,7
,01:00:00-01:15:00,4
,01:15:00-01:30:00,9
,01:30:00-01:45:00,3
,01:45:00-02:00:00,6
,02:00:00-02:15:00,3
,02:15:00-02:30:00,4
,02:30:00-02:45:00,2
,02:45:00-03:00:00,6
,03:00:00-03:15:00,4
,03:15:00-03:30:00,6
,03:30:00-03:45:00,2
,03:45:00-04:00:00,4
,04:00:00-04:15:00,4
,04:15:00-04:30:00,2
,04:30:00-04:45:00,4
,04:45:00-05:00:00,4
,05:00:00-05:15:00,6
,05:15:00-05:30:00,6
,05:30:00-05:45:00,8
,05:45:00-06:00:00,5
,06:00:00-06:15:00,13
,06:15:00-06:30:00,11
,06:30:00-06:45:00,24
,06:45:00-07:00:00,28
,07:00:00-07:15:00,22
,07:15:00-07:30:00,38
,07:30:00-07:45:00,56
,07:45:00-08:00:00,44
,08:00:00-08:15:00,81
,08:15:00-08:30:00,68
,08:30:00-08:45:00,66
,08:45:00-09:00:00,86
,09:00:00-09:15:00,79
,09:15:00-09:30:00,47
,09:30:00-09:45:00,52
,09:45:00-10:00:00,52
,10:00:00-10:15:00,38
,10:15:00-10:30:00,39
,10:30:00-10:45:00,43
,10:45:00-11:00:00,39
,11:00:00-11:15:00,38
,11:15:00-11:30:00,31
,11:30:00-11:45:00,47
,11:45:00-12:00:00,41
,12:00:00-12:15:00,48
,12:15:00-12:30:00,41
,12:30:00-12:45:00,49
,12:45:00-13:00:00,44
,13:00:00-13:15:00,52
,13:15:00-13:30:00,40
,13:30:00-13:45:00,51
,13:45:00-14:00:00,47
,14:00:00-14:15:00,57
,14:15:00-14:30:00,32
,14:30:00-14:45:00,40
,14:45:00-15:00:00,44
,15:00:00-15:15:00,60
,15:15:00-15:30:00,68
,15:30:00-15:45:00,73
,15:45:00-16:00:00,62
,16:00:00-16:15:00,62
,16:15:00-16:30:00,56
,16:30:00-16:45:00,87
,16:45:00-17:00:00,66
,17:00:00-17:15:00,95
,17:15:00-17:30:00,62
,17:30:00-17:45:00,75
,17:45:00-18:00:00,77
,18:00:00-18:15:00,99
,18:15:00-18:30:00,70
,18:30:00-18:45:00,76
,18:45:00-19:00:00,42
,19:00:00-19:15:00,70
,19:15:00-19:30:00,70
,19:30:00-19:45:00,57
,19:45:00-20:00:00,43
,20:00:00-20:15:00,58
,20:15:00-20:30:00,30
,20:30:00-20:45:00,35
,20:45:00-21:00:00,24
,21:00:00-21:15:00,41
,21:15:00-21:30:00,28
,21:30:00-21:45:00,23
,21:45:00-22:00:00,26
,22:00:00-22:15:00,27
,22:15:00-22:30:00,28
,22:30:00-22:45:00,33
,22:45:00-23:00:00,20
,23:00:00-23:15:00,24
,23:15:00-23:30:00,19
,23:30:00-23:45:00,24
,23:45:00-00:00:00,15
Saturday,00:00:00-00:15:00,22
,00:15:00-00:30:00,13
,00:30:00-00:45:00,17
,00:45:00-01:00:00,11
,01:00:00-01:15:00,9
,01:15:00-01:30:00,5
,01:30:00-01:45:00,15
,01:45:00-02:00:00,5
,02:00:00-02:15:00,3
,02:15:00-02:30:00,10
,02:30:00-02:45:00,6
,02:45:00-03:00:00,5
,03:00:00-03:15:00,5
,03:15:00-03:30:00,4
,03:30:00-03:45:00,8
,03:45:00-04:00:00,4
,04:00:00-04:15:00,7
,04:15:00-04:30:00,4
,04:30:00-04:45:00,2
,04:45:00-05:00:00,5
,05:00:00-05:15:00,8
,05:15:00-05:30:00,4
,05:30:00-05:45:00,13
,05:45:00-06:00:00,8
,06:00:00-06:15:00,11
,06:15:00-06:30:00,9
,06:30:00-06:45:00,23
,06:45:00-07:00:00,27
,07:00:00-07:15:00,33
,07:15:00-07:30:00,28
,07:30:00-07:45:00,47
,07:45:00-08:00:00,53
,08:00:00-08:15:00,87
,08:15:00-08:30:00,67
,08:30:00-08:45:00,102
,08:45:00-09:00:00,65
,09:00:00-09:15:00,74
,09:15:00-09:30:00,48
,09:30:00-09:45:00,46
,09:45:00-10:00:00,40
,10:00:00-10:15:00,33
,10:15:00-10:30:00,41
,10:30:00-10:45:00,40
,10:45:00-11:00:00,40
,11:00:00-11:15:00,43
,11:15:00-11:30:00,56
,11:30:00-11:45:00,43
,11:45:00-12:00:00,44
,12:00:00-12:15:00,48
,12:15:00-12:30:00,57
,12:30:00-12:45:00,57
,12:45:00-13:00:00,39
,13:00:00-13:15:00,72
,13:15:00-13:30:00,38
,13:30:00-13:45:00,64
,13:45:00-14:00:00,43
,14:00:00-14:15:00,72
,14:15:00-14:30:00,52
,14:30:00-14:45:00,64
,14:45:00-15:00:00,53
,15:00:00-15:15:00,63
,15:15:00-15:30:00,75
,15:30:00-15:45:00,84
,15:45:00-16:00:00,75
,16:00:00-16:15:00,65
,16:15:00-16:30:00,56
,16:30:00-16:45:00,63
,16:45:00-17:00:00,68
,17:00:00-17:15:00,86
,17:15:00-17:30:00,73
,17:30:00-17:45:00,92
,17:45:00-18:00:00,76
,18:00:00-18:15:00,91
,18:15:00-18:30:00,76
,18:30:00-18:45:00,78
,18:45:00-19:00:00,57
,19:00:00-19:15:00,69
,19:15:00-19:30:00,75
,19:30:00-19:45:00,72
,19:45:00-20:00:00,40
,20:00:00-20:15:00,41
,20:15:00-20:30:00,41
,20:30:00-20:45:00,47
,20:45:00-21:00:00,39
,21:00:00-21:15:00,41
,21:15:00-21:30:00,33
,21:30:00-21:45:00,34
,21:45:00-22:00:00,37
,22:00:00-22:15:00,40
,22:15:00-22:30:00,43
,22:30:00-22:45:00,34
,22:45:00-23:00:00,32
,23:00:00-23:15:00,38
,23:15:00-23:30:00,31
,23:30:00-23:45:00,27
,23:45:00-00:00:00,28
Sunday,00:00:00-00:15:00,27
,00:15:00-00:30:00,16
,00:30:00-00:45:00,18
,00:45:00-01:00:00,20
,01:00:00-01:15:00,22
,01:15:00-01:30:00,14
,01:30:00-01:45:00,25
,01:45:00-02:00:00,13
,02:00:00-02:15:00,26
,02:15:00-02:30:00,16
,02:30:00-02:45:00,11
,02:45:00-03:00:00,12
,03:00:00-03:15:00,18
,03:15:00-03:30:00,14
,03:30:00-03:45:00,13
,03:45:00-04:00:00,14
,04:00:00-04:15:00,12
,04:15:00-04:30:00,6
,04:30:00-04:45:00,14
,04:45:00-05:00:00,7
,05:00:00-05:15:00,8
,05:15:00-05:30:00,8
,05:30:00-05:45:00,10
,05:45:00-06:00:00,7
,06:00:00-06:15:00,12
,06:15:00-06:30:00,14
,06:30:00-06:45:00,7
,06:45:00-07:00:00,11
,07:00:00-07:15:00,13
,07:15:00-07:30:00,15
,07:30:00-07:45:00,10
,07:45:00-08:00:00,16
,08:00:00-08:15:00,16
,08:15:00-08:30:00,20
,08:30:00-08:45:00,23
,08:45:00-09:00:00,29
,09:00:00-09:15:00,24
,09:15:00-09:30:00,26
,09:30:00-09:45:00,29
,09:45:00-10:00:00,24
,10:00:00-10:15:00,39
,10:15:00-10:30:00,30
,10:30:00-10:45:00,39
,10:45:00-11:00:00,23
,11:00:00-11:15:00,33
,11:15:00-11:30:00,36
,11:30:00-11:45:00,41
,11:45:00-12:00:00,34
,12:00:00-12:15:00,44
,12:15:00-12:30:00,46
,12:30:00-12:45:00,64
,12:45:00-13:00:00,56
,13:00:00-13:15:00,56
,13:15:00-13:30:00,41
,13:30:00-13:45:00,40
,13:45:00-14:00:00,48
,14:00:00-14:15:00,63
,14:15:00-14:30:00,44
,14:30:00-14:45:00,55
,14:45:00-15:00:00,40
,15:00:00-15:15:00,55
,15:15:00-15:30:00,49
,15:30:00-15:45:00,49
,15:45:00-16:00:00,52
,16:00:00-16:15:00,49
,16:15:00-16:30:00,51
,16:30:00-16:45:00,51
,16:45:00-17:00:00,56
,17:00:00-17:15:00,65
,17:15:00-17:30:00,44
,17:30:00-17:45:00,53
,17:45:00-18:00:00,53
,18:00:00-18:15:00,76
,18:15:00-18:30:00,48
,18:30:00-18:45:00,50
,18:45:00-19:00:00,50
,19:00:00-19:15:00,71
,19:15:00-19:30:00,51
,19:30:00-19:45:00,48
,19:45:00-20:00:00,47
,20:00:00-20:15:00,45
,20:15:00-20:30:00,34
,20:30:00-20:45:00,37
,20:45:00-21:00:00,31
,21:00:00-21:15:00,42
,21:15:00-21:30:00,30
,21:30:00-21:45:00,36
,21:45:00-22:00:00,28
,22:00:00-22:15:00,32
,22:15:00-22:30:00,26
,22:30:00-22:45:00,22
,22:45:00-23:00:00,24
,23:00:00-23:15:00,31
,23:15:00-23:30:00,28
,23:30:00-23:45:00,21
,23:45:00-00:00:00,30
