week,time,count
,23:45:00-00:00:00,17
Tuesday,00:00:00-00:15:00,16
,00:15:00-00:30:00,12
,00:30:00-00:45:00,15
,00:45:00-01:00:00,9
,01:00:00-01:15:00,5
,01:15:00-01:30:00,7
,01:30:00-01:45:00,4
,01:45:00-02:00:00,7
,02:00:00-02:15:00,4
,02:15:00-02:30:00,3
,02:30:00-02:45:00,4
,02:45:00-03:00:00,3
,03:00:00-03:15:00,5
,03:15:00-03:30:00,3
,03:30:00-03:45:00,3
,03:45:00-04:00:00,4
,04:00:00-04:15:00,3
,04:15:00-04:30:00,2
,04:30:00-04:45:00,3
,04:45:00-05:00:00,4
,05:00:00-05:15:00,3
,05:15:00-05:30:00,3
,05:30:00-05:45:00,8
,05:45:00-06:00:00,6
,06:00:00-06:15:00,14
,06:15:00-06:30:00,9
,06:30:00-06:45:00,17
,06:45:00-07:00:00,21
,07:00:00-07:15:00,31
,07:15:00-07:30:00,37
,07:30:00-07:45:00,46
,07:45:00-08:00:00,48
,08:00:00-08:15:00,60
,08:15:00-08:30:00,59
,08:30:00-08:45:00,85
,08:45:00-09:00:00,73
,09:00:00-09:15:00,69
,09:15:00-09:30:00,47
,09:30:00-09:45:00,41
,09:45:00-10:00:00,37
,10:00:00-10:15:00,35
,10:15:00-10:30:00,22
,10:30:00-10:45:00,40
,10:45:00-11:00:00,38
,11:00:00-11:15:00,26
,11:15:00-11:30:00,32
,11:30:00-11:45:00,42
,11:45:00-12:00:00,31
,12:00:00-12:15:00,44
,12:15:00-12:30:00,39
,12:30:00-12:45:00,40
,12:45:00-13:00:00,25
,13:00:00-13:15:00,46
,13:15:00-13:30:00,38
,13:30:00-13:45:00,47
,13:45:00-14:00:00,35
,14:00:00-14:15:00,45
,14:15:00-14:30:00,26
,14:30:00-14:45:00,54
,14:45:00-15:00:00,40
,15:00:00-15:15:00,64
,15:15:00-15:30:00,71
,15:30:00-15:45:00,78
,15:45:00-16:00:00,50
,16:00:00-16:15:00,63
,16:15:00-16:30:00,65
,16:30:00-16:45:00,71
,16:45:00-17:00:00,70
,17:00:00-17:15:00,59
,17:15:00-17:30:00,88
,17:30:00-17:45:00,72
,17:45:00-18:00:00,62
,18:00:00-18:15:00,96
,18:15:00-18:30:00,86
,18:30:00-18:45:00,83
,18:45:00-19:00:00,54
,19:00:00-19:15:00,72
,19:15:00-19:30:00,53
,19:30:00-19:45:00,48
,19:45:00-20:00:00,29
,20:00:00-20:15:00,34
,20:15:00-20:30:00,34
,20:30:00-20:45:00,44
,20:45:00-21:00:00,26
,21:00:00-21:15:00,36
,21:15:00-21:30:00,21
,21:30:00-21:45:00,29
,21:45:00-22:00:00,16
,22:00:00-22:15:00,32
,22:15:00-22:30:00,16
,22:30:00-22:45:00,22
,22:45:00-23:00:00,12
,23:00:00-23:15:00,16
,23:15:00-23:30:00,16
,23:30:00-23:45:00,18
,23:45:00-00:00:00,9
Wednesday,00:00:00-00:15:00,15
,00:15:00-00:30:00,16
,00:30:00-00:45:00,7
,00:45:00-01:00:00,8
,01:00:00-01:15:00,8
,01:15:00-01:30:00,4
,01:30:00-01:45:00,6
,01:45:00-02:00:00,0
,02:00:00-02:15:00,3
,02:15:00-02:30:00,2
,02:30:00-02:45:00,5
,02:45:00-03:00:00,5
,03:00:00-03:15:00,4
,03:15:00-03:30:00,3
,03:30:00-03:45:00,7
,03:45:00-04:00:00,0
,04:00:00-04:15:00,6
,04:15:00-04:30:00,3
,04:30:00-04:45:00,1
,04:45:00-05:00:00,2
,05:00:00-05:15:00,2
,05:15:00-05:30:00,6
,05:30:00-05:45:00,5
,05:45:00-06:00:00,7
,06:00:00-06:15:00,10
,06:15:00-06:30:00,12
,06:30:00-06:45:00,18
,06:45:00-07:00:00,21
,07:00:00-07:15:00,45
,07:15:00-07:30:00,39
,07:30:00-07:45:00,52
,07:45:00-08:00:00,57
,08:00:00-08:15:00,93
,08:15:00-08:30:00,79
,08:30:00-08:45:00,102
,08:45:00-09:00:00,93
,09:00:00-09:15:00,90
,09:15:00-09:30:00,74
,09:30:00-09:45:00,45
,09:45:00-10:00:00,57
,10:00:00-10:15:00,44
,10:15:00-10:30:00,27
,10:30:00-10:45:00,40
,10:45:00-11:00:00,39
,11:00:00-11:15:00,42
,11:15:00-11:30:00,30
,11:30:00-11:45:00,42
,11:45:00-12:00:00,34
,12:00:00-12:15:00,41
,12:15:00-12:30:00,44
,12:30:00-12:45:00,64
,12:45:00-13:00:00,38
,13:00:00-13:15:00,51
,13:15:00-13:30:00,43
,13:30:00-13:45:00,43
,13:45:00-14:00:00,35
,14:00:00-14:15:00,61
,14:15:00-14:30:00,26
,14:30:00-14:45:00,48
,14:45:00-15:00:00,45
,15:00:00-15:15:00,53
,15:15:00-15:30:00,50
,15:30:00-15:45:00,69
,15:45:00-16:00:00,54
,16:00:00-16:15:00,80
,16:15:00-16:30:00,55
,16:30:00-16:45:00,55
,16:45:00-17:00:00,73
,17:00:00-17:15:00,75
,17:15:00-17:30:00,71
,17:30:00-17:45:00,90
,17:45:00-18:00:00,75
,18:00:00-18:15:00,90
,18:15:00-18:30:00,81
,18:30:00-18:45:00,95
,18:45:00-19:00:00,72
,19:00:00-19:15:00,63
,19:15:00-19:30:00,48
,19:30:00-19:45:00,67
,19:45:00-20:00:00,49
,20:00:00-20:15:00,59
,20:15:00-20:30:00,38
,20:30:00-20:45:00,30
,20:45:00-21:00:00,28
,21:00:00-21:15:00,38
,21:15:00-21:30:00,23
,21:30:00-21:45:00,21
,21:45:00-22:00:00,19
,22:00:00-22:15:00,24
,22:15:00-22:30:00,21
,22:30:00-22:45:00,21
,22:45:00-23:00:00,19
,23:00:00-23:15:00,23
,23:15:00-23:30:00,15
,23:30:00-23:45:00,16
,23:45:00-00:00:00,8
Thursday,00:00:00-00:15:00,13
,00:15:00-00:30:00,13
,00:30:00-00:45:00,14
,00:45:00-01:00:00,7
,01:00:00-01:15:00,3
,01:15:00-01:30:00,5
,01:30:00-01:45:00,7
,01:45:00-02:00:00,3
,02:00:00-02:15:00,1
,02:15:00-02:30:00,1
,02:30:00-02:45:00,6
,02:45:00-03:00:00,3
,03:00:00-03:15:00,3
,03:15:00-03:30:00,2
,03:30:00-03:45:00,4
,03:45:00-04:00:00,7
,04:00:00-04:15:00,0
,04:15:00-04:30:00,5
,04:30:00-04:45:00,3
,04:45:00-05:00:00,2
,05:00:00-05:15:00,4
,05:15:00-05:30:00,4
,05:30:00-05:45:00,5
,05:45:00-06:00:00,3
,06:00:00-06:15:00,8
,06:15:00-06:30:00,14
,06:30:00-06:45:00,21
,06:45:00-07:00:00,30
,07:00:00-07:15:00,39
,07:15:00-07:30:00,46
,07:30:00-07:45:00,50
,07:45:00-08:00:00,66
,08:00:00-08:15:00,74
,08:15:00-08:30:00,68
,08:30:00-08:45:00,99
,08:45:00-09:00:00,80
,09:00:00-09:15:00,97
,09:15:00-09:30:00,48
,09:30:00-09:45:00,50
,09:45:00-10:00:00,35
,10:00:00-10:15:00,45
,10:15:00-10:30:00,37
,10:30:00-10:45:00,39
,10:45:00-11:00:00,33
,11:00:00-11:15:00,31
,11:15:00-11:30:00,40
,11:30:00-11:45:00,42
,11:45:00-12:00:00,29
,12:00:00-12:15:00,43
,12:15:00-12:30:00,38
,12:30:00-12:45:00,49
,12:45:00-13:00:00,51
,13:00:00-13:15:00,39
,13:15:00-13:30:00,38
,13:30:00-13:45:00,39
,13:45:00-14:00:00,33
,14:00:00-14:15:00,57
,14:15:00-14:30:00,36
,14:30:00-14:45:00,42
,14:45:00-15:00:00,39
,15:00:00-15:15:00,61
,15:15:00-15:30:00,61
,15:30:00-15:45:00,63
,15:45:00-16:00:00,49
,16:00:00-16:15:00,65
,16:15:00-16:30:00,58
,16:30:00-16:45:00,68
,16:45:00-17:00:00,76
,17:00:00-17:15:00,96
,17:15:00-17:30:00,79
,17:30:00-17:45:00,83
,17:45:00-18:00:00,67
,18:00:00-18:15:00,83
,18:15:00-18:30:00,58
,18:30:00-18:45:00,84
,18:45:00-19:00:00,72
,19:00:00-19:15:00,73
,19:15:00-19:30:00,52
,19:30:00-19:45:00,49
,19:45:00-20:00:00,41
,20:00:00-20:15:00,47
,20:15:00-20:30:00,37
,20:30:00-20:45:00,39
,20:45:00-21:00:00,30
,21:00:00-21:15:00,29
,21:15:00-21:30:00,27
,21:30:00-21:45:00,24
,21:45:00-22:00:00,23
,22:00:00-22:15:00,35
,22:15:00-22:30:00,31
,22:30:00-22:45:00,31
,22:45:00-23:00:00,18
,23:00:00-23:15:00,27
,23:15:00-23:30:00,21
,23:30:00-23:45:00,16
,23:45:00-00:00:00,10
Friday,00:00:00-00:15:00,11
,00:15:00-00:30:00,10
,00:30:00-00:45:00,16
,00:45:00-01:00:00,13
,01:00:00-01:15:00,11
,01:15:00-01:30:00,5
,01:30:00-01:45:00,9
,01:45:00-02:00:00,8
,02:00:00-02:15:00,4
,02:15:00-02:30:00,4
,02:30:00-02:45:00,2
,02:45:00-03:00:00,3
,03:00:00-03:15:00,1
,03:15:00-03:30:00,1
,03:30:00-03:45:00,4
,03:45:00-04:00:00,2
,04:00:00-04:15:00,4
,04:15:00-04:30:00,4
,04:30:00-04:45:00,2
,04:45:00-05:00:00,1
,05:00:00-05:15:00,4
,05:15:00-05:30:00,5
,05:30:00-05:45:00,8
,05:45:00-06:00:00,4
,06:00:00-06:15:00,8
,06:15:00-06:30:00,9
,06:30:00-06:45:00,22
,06:45:00-07:00:00,25
,07:00:00-07:15:00,33
,07:15:00-07:30:00,42
,07:30:00-07:45:00,55
,07:45:00-08:00:00,46
,08:00:00-08:15:00,82
,08:15:00-08:30:00,63
,08:30:00-08:45:00,80
,08:45:00-09:00:00,92
,09:00:00-09:15:00,80
,09:15:00-09:30:00,51
,09:30:00-09:45:00,57
,09:45:00-10:00:00,36
,10:00:00-10:15:00,39
,10:15:00-10:30:00,44
,10:30:00-10:45:00,36
,10:45:00-11:00:00,27
,11:00:00-11:15:00,43
,11:15:00-11:30:00,24
,11:30:00-11:45:00,36
,11:45:00-12:00:00,33
,12:00:00-12:15:00,43
,12:15:00-12:30:00,58
,12:30:00-12:45:00,32
,12:45:00-13:00:00,41
,13:00:00-13:15:00,55
,13:15:00-13:30:00,37
,13:30:00-13:45:00,46
,13:45:00-14:00:00,49
,14:00:00-14:15:00,55
,14:15:00-14:30:00,44
,14:30:00-14:45:00,45
,14:45:00-15:00:00,40
,15:00:00-15:15:00,56
,15:15:00-15:30:00,63
,15:30:00-15:45:00,73
,15:45:00-16:00:00,79
,16:00:00-16:15:00,55
,16:15:00-16:30:00,76
,16:30:00-16:45:00,64
,16:45:00-17:00:00,67
,17:00:00-17:15:00,69
,17:15:00-17:30:00,68
,17:30:00-17:45:00,78
,17:45:00-18:00:00,81
,18:00:00-18:15:00,78
,18:15:00-18:30:00,66
,18:30:00-18:45:00,80
,18:45:00-19:00:00,58
,19:00:00-19:15:00,72
,19:15:00-19:30:00,49
,19:30:00-19:45:00,64
,19:45:00-20:00:00,43
,20:00:00-20:15:00,48
,20:15:00-20:30:00,27
,20:30:00-20:45:00,32
,20:45:00-21:00:00,49
,21:00:00-21:15:00,39
,21:15:00-21:30:00,32
,21:30:00-21:45:00,35
,21:45:00-22:00:00,26
,22:00:00-22:15:00,25
,22:15:00-22:30:00,25
,22:30:00-22:45:00,20
,22:45:00-23:00:00,24
,23:00:00-23:15:00,23
,23:15:00-23:30:00,11
,23:30:00-23:45:00,16
,23:45:00-00:00:00,17
Saturday,00:00:00-00:15:00,26
,00:15:00-00:30:00,14
,00:30:00-00:45:00,18
,00:45:00-01:00:00,11
,01:00:00-01:15:00,12
,01:15:00-01:30:00,4
,01:30:00-01:45:00,5
,01:45:00-02:00:00,5
,02:00:00-02:15:00,4
,02:15:00-02:30:00,6
,02:30:00-02:45:00,10
,02:45:00-03:00:00,8
,03:00:00-03:15:00,3
,03:15:00-03:30:00,2
,03:30:00-03:45:00,2
,03:45:00-04:00:00,4
,04:00:00-04:15:00,2
,04:15:00-04:30:00,5
,04:30:00-04:45:00,5
,04:45:00-05:00:00,2
,05:00:00-05:15:00,7
,05:15:00-05:30:00,5
,05:30:00-05:45:00,9
,05:45:00-06:00:00,7
,06:00:00-06:15:00,14
,06:15:00-06:30:00,16
,06:30:00-06:45:00,19
,06:45:00-07:00:00,29
,07:00:00-07:15:00,26
,07:15:00-07:30:00,29
,07:30:00-07:45:00,44
,07:45:00-08:00:00,40
,08:00:00-08:15:00,66
,08:15:00-08:30:00,58
,08:30:00-08:45:00,77
,08:45:00-09:00:00,67
,09:00:00-09:15:00,63
,09:15:00-09:30:00,50
,09:30:00-09:45:00,44
,09:45:00-10:00:00,48
,10:00:00-10:15:00,48
,10:15:00-10:30:00,40
,10:30:00-10:45:00,31
,10:45:00-11:00:00,53
,11:00:00-11:15:00,52
,11:15:00-11:30:00,39
,11:30:00-11:45:00,42
,11:45:00-12:00:00,53
,12:00:00-12:15:00,57
,12:15:00-12:30:00,46
,12:30:00-12:45:00,58
,12:45:00-13:00:00,51
,13:00:00-13:15:00,57
,13:15:00-13:30:00,39
,13:30:00-13:45:00,52
,13:45:00-14:00:00,49
,14:00:00-14:15:00,48
,14:15:00-14:30:00,36
,14:30:00-14:45:00,42
,14:45:00-15:00:00,54
,15:00:00-15:15:00,55
,15:15:00-15:30:00,58
,15:30:00-15:45:00,77
,15:45:00-16:00:00,61
,16:00:00-16:15:00,79
,16:15:00-16:30:00,61
,16:30:00-16:45:00,76
,16:45:00-17:00:00,74
,17:00:00-17:15:00,81
,17:15:00-17:30:00,83
,17:30:00-17:45:00,87
,17:45:00-18:00:00,76
,18:00:00-18:15:00,117
,18:15:00-18:30:00,63
,18:30:00-18:45:00,64
,18:45:00-19:00:00,79
,19:00:00-19:15:00,83
,19:15:00-19:30:00,70
,19:30:00-19:45:00,76
,19:45:00-20:00:00,40
,20:00:00-20:15:00,61
,20:15:00-20:30:00,45
,20:30:00-20:45:00,51
,20:45:00-21:00:00,41
,21:00:00-21:15:00,41
,21:15:00-21:30:00,41
,21:30:00-21:45:00,46
,21:45:00-22:00:00,36
,22:00:00-22:15:00,40
,22:15:00-22:30:00,19
,22:30:00-22:45:00,32
,22:45:00-23:00:00,25
,23:00:00-23:15:00,29
,23:15:00-23:30:00,22
,23:30:00-23:45:00,30
,23:45:00-00:00:00,25
Sunday,00:00:00-00:15:00,20
,00:15:00-00:30:00,27
,00:30:00-00:45:00,12
,00:45:00-01:00:00,9
,01:00:00-01:15:00,23
,01:15:00-01:30:00,18
,01:30:00-01:45:00,18
,01:45:00-02:00:00,16
,02:00:00-02:15:00,17
,02:15:00-02:30:00,9
,02:30:00-02:45:00,16
,02:45:00-03:00:00,15
,03:00:00-03:15:00,13
,03:15:00-03:30:00,18
,03:30:00-03:45:00,13
,03:45:00-04:00:00,12
,04:00:00-04:15:00,12
,04:15:00-04:30:00,3
,04:30:00-04:45:00,12
,04:45:00-05:00:00,7
,05:00:00-05:15:00,12
,05:15:00-05:30:00,9
,05:30:00-05:45:00,9
,05:45:00-06:00:00,14
,06:00:00-06:15:00,10
,06:15:00-06:30:00,12
,06:30:00-06:45:00,12
,06:45:00-07:00:00,13
,07:00:00-07:15:00,18
,07:15:00-07:30:00,11
,07:30:00-07:45:00,11
,07:45:00-08:00:00,18
,08:00:00-08:15:00,19
,08:15:00-08:30:00,16
,08:30:00-08:45:00,21
,08:45:00-09:00:00,16
,09:00:00-09:15:00,34
,09:15:00-09:30:00,25
,09:30:00-09:45:00,31
,09:45:00-10:00:00,30
,10:00:00-10:15:00,39
,10:15:00-10:30:00,33
,10:30:00-10:45:00,29
,10:45:00-11:00:00,35
,11:00:00-11:15:00,35
,11:15:00-11:30:00,31
,11:30:00-11:45:00,43
,11:45:00-12:00:00,39
,12:00:00-12:15:00,47
,12:15:00-12:30:00,44
,12:30:00-12:45:00,52
,12:45:00-13:00:00,48
,13:00:00-13:15:00,37
,13:15:00-13:30:00,40
,13:30:00-13:45:00,56
,13:45:00-14:00:00,47
,14:00:00-14:15:00,57
,14:15:00-14:30:00,40
,14:30:00-14:45:00,51
,14:45:00-15:00:00,38
,15:00:00-15:15:00,58
,15:15:00-15:30:00,50
,15:30:00-15:45:00,42
,15:45:00-16:00:00,37
,16:00:00-16:15:00,52
,16:15:00-16:30:00,36
,16:30:00-16:45:00,44
,16:45:00-17:00:00,30
,17:00:00-17:15:00,57
,17:15:00-17:30:00,51
,17:30:00-17:45:00,45
,17:45:00-18:00:00,43
,18:00:00-18:15:00,50
,18:15:00-18:30:00,47
,18:30:00-18:45:00,61
,18:45:00-19:00:00,44
,19:00:00-19:15:00,54
,19:15:00-19:30:00,49
,19:30:00-19:45:00,48
,19:45:00-20:00:00,34
,20:00:00-20:15:00,35
,20:15:00-20:30:00,31
,20:30:00-20:45:00,40
,20:45:00-21:00:00,33
,21:00:00-21:15:00,28
,21:15:00-21:30:00,20
,21:30:00-21:45:00,30
,21:45:00-22:00:00,26
,22:00:00-22:15:00,28
,22:15:00-22:30:00,28
,22:30:00-22:45:00,31
,22:45:00-23:00:00,20
,23:00:00-23:15:00,25
,23:15:00-23:30:00,27
,23:30:00-23:45:00,33
,23:45:00-00:00:00,21
