Num,YEAR,SOC_NAME,Count,PREVAILING_WAGE
1026,2012,"Meeting, Convention, and Event Planners*",152,41320.40395
1027,2012,Mental Health Counselors,112,33922.01643
1028,2012,Mental Health and Substance Abuse Social Workers,63,34369.14921
1029,2012,Merchandise Displayers and Window Trimmers,1,61200
1030,2012,Microbiologists,505,44912.36956
1031,2012,"Middle School Teachers, Except Special and Career/",466,41454.79678
1032,2012,"Middle School Teachers, Except Special and Vocatio",12,35722.5
1033,2012,Millwrights,6,47298.23333
1034,2012,"Mining and Geological Engineers, Including Mining",98,75893.62653
1035,2012,"Mixing and Blending Machine Setters, Operators, an",1,45240
1036,2012,Models,183,49991.93443
1037,2012,Motorcycle Mechanics,2,29952
1038,2012,Multi-Media Artists and Animators,9,61124.17778
1039,2012,Multimedia Artists and Animators,534,60304.54255
1040,2012,Museum Technicians and Conservators,25,41385.94
1041,2012,Music Directors and Composers,98,38942.05306
1042,2012,Musical Instrument Repairers and Tuners,3,36358.33333
1043,2012,Musicians and Singers,14,49711.43929
1044,2012,Natural Sciences Managers,194,112482.6878
1045,2012,Network Systems and Data Communications Analysts,20,66185.4
1046,2012,Network and Computer Systems Administrators,34,77686.79412
1047,2012,Network and Computer Systems Administrators*,5576,63013.20723
1048,2012,Nonfarm Animal Caretakers,1,20800
1049,2012,Nuclear Engineers,41,80752.17561
1050,2012,Nuclear Medicine Technologists,6,68986.86667
1051,2012,Nursery and Greenhouse Managers,2,50814
1052,2012,"Nursing Aides, Orderlies, and Attendants*",1,20321.6
1053,2012,"Nursing Instructors and Teachers, Postsecondary",54,48661.42963
1054,2012,Obstetricians and Gynecologists,104,144499.6185
1055,2012,Occupational Health and Safety Specialists,259,49015.87954
1056,2012,Occupational Health and Safety Technicians,4,49410.4
1057,2012,Occupational Therapists,898,61488.65256
1058,2012,"Office Clerks, General",6,25465.03333
1059,2012,"Office and Administrative Support Workers, All Oth",21,30694.19048
1060,2012,Operations Research Analysts,4014,66333.00274
1061,2012,Ophthalmic Laboratory Technicians,2,34340.9
1062,2012,"Opticians, Dispensing",3,41683
1063,2012,Optometrists,75,77795.76267
1064,2012,Oral and Maxillofacial Surgeons,6,89388.96667
1065,2012,Orthodontists,17,129129.7765
1066,2012,Orthotists and Prosthetists,34,46199.82353
1067,2012,Paralegals and Legal Assistants,6,72349.46667
1068,2012,Paralegals and Legal Assistants*,201,47248.09786
1069,2012,Payroll and Timekeeping Clerks,2,39312
1070,2012,"Pediatricians, General",460,114461.3504
1071,2012,Personal Financial Advisors,164,64628.46341
1072,2012,Personnel Recruiters,10,46535.84
1073,2012,Petroleum Engineers,401,99297.99751
1074,2012,Pharmacists,1679,97337.74413
1075,2012,Pharmacy Aides,4,22323.35
1076,2012,Pharmacy Technicians,61,27028.42623
1077,2012,"Philosophy and Religion Teachers, Postsecondary",138,51132.60138
1078,2012,Photographers,14,37144.3
1079,2012,"Physical Scientists, All Other",216,52322.58148
1080,2012,Physical Therapist Aides,2,24897.6
1081,2012,Physical Therapist Assistants,6,47659.76667
1082,2012,Physical Therapists,3563,61037.3077
1083,2012,Physician Assistants,79,66916.83291
1084,2012,"Physicians and Surgeons, All Other",4499,92483.69306
1085,2012,Physicists,764,62885.55764
1086,2012,"Physics Teachers, Postsecondary",175,52754.83686
1087,2012,Pipelayers,1,23000
1088,2012,Podiatrists,24,67195.51667
1089,2012,"Political Science Teachers, Postsecondary",135,53227.87119
1090,2012,Political Scientists,47,83710.23404
1091,2012,"Postsecondary Teachers, All Other",186,63239.80581
1092,2012,"Preschool Teachers, Except Special Education",303,28997.58812
1093,2012,Printing Press Operators,3,37342.86667
1094,2012,Private Detectives and Investigators,2,35412
1095,2012,Private Sector Executives,2,187720
1096,2012,Probation Officers and Correctional Treatment Spec,1,42931.2
1097,2012,Procurement Clerks,7,35817.68571
1098,2012,Producers,3,109124
1099,2012,Producers and Directors,283,63236.17385
1100,2012,Product Safety Engineers,11,66687.23636
1101,2012,"Production Workers, All Other*",7,34118
1102,2012,"Production, Planning, and Expediting Clerks",24,33864.975
1103,2012,Proofreaders and Copy Markers,3,33661.33333
1104,2012,"Property, Real Estate, and Community Association M",49,50372.13878
1105,2012,Prosthodontists,7,50023.85714
1106,2012,Psychiatric Aides,1,24044.8
1107,2012,Psychiatric Technicians,1,29765
1108,2012,Psychiatrists,339,125987.8819
1109,2012,"Psychologists, All Other",67,53380.40716
1110,2012,"Psychology Teachers, Postsecondary",137,49588.10161
1111,2012,Public Relations Managers,3,72814
1112,2012,Public Relations Specialists,927,45344.62718
1113,2012,Public Relations and Fundraising Managers,193,87967.89119
1114,2012,"Purchasing Agents, Except Wholesale, Retail, and F",141,50798.0539
1115,2012,Purchasing Managers,390,79567.04667
1116,2012,Radiation Therapists,3,57317.66667
1117,2012,Radio and Television Announcers,7,50431.11429
1118,2012,"Radio, Cellular, and Tower Equipment Installers an",2,51105.6
1119,2012,Radiologic Technologists and Technicians*,15,53058.70667
1120,2012,Railroad Conductors and Yardmasters,1,31450
1121,2012,Real Estate Sales Agents,1,79310
1122,2012,Receptionists and Information Clerks,1,20904
1123,2012,Recreation Workers,82,23690.70244
1124,2012,"Recreation and Fitness Studies Teachers, Postsecon",72,40068.92097
1125,2012,Recreational Therapists,38,39837.49474
1126,2012,Registered Nurses,3,54003.73333
1127,2012,Registered Nurses*,446,59810.74655
1128,2012,Rehabilitation Counselors,141,29881.09929
1129,2012,"Religious Workers, All Other",9,31787.06667
1130,2012,Reporters and Correspondents,261,35241.76812
1131,2012,Reservation and Transportation Ticket Agents and T,1,21258
1132,2012,Residential Advisors,27,27647.08148
1133,2012,Respiratory Therapists,4,48022
1134,2012,Retail Salespersons,3,20356.33333
1135,2012,"Sales Agents, Financial Services",7,83318.71429
1136,2012,"Sales Agents, Securities and Commodities",2,146733.5
1137,2012,Sales Engineers,1270,81491.8685
1138,2012,Sales Managers,929,88306.3518
1139,2012,"Sales Representatives, Services, All Other",37,43859.57838
1140,2012,"Sales Representatives, Wholesale and Manufacturing",222,56221.72432
1141,2012,"Sales and Related Workers, All Other*",21,24889.21905
1142,2012,"Secondary School Teachers, Except Special and Care",1432,44008.55205
1143,2012,"Secondary School Teachers, Except Special and Voca",22,39129.81818
1144,2012,"Secretaries and Administrative Assistants, Except",7,25566.2
1145,2012,"Securities, Commodities, and Financial Services Sa",325,91021.40185
1146,2012,Self-Enrichment Education Teachers,90,36566.05778
1147,2012,"Separating, Filtering, Clarifying, Precipitating,",3,49857.6
1148,2012,Set and Exhibit Designers,29,42378.28966
1149,2012,Ship Engineers,1,50190.4
1150,2012,"Shipping, Receiving, and Traffic Clerks",1,29578
1151,2012,Shoe and Leather Workers and Repairers,3,24904.6
1152,2012,Social Science Research Assistants,342,35399.78187
1153,2012,"Social Sciences Teachers, Postsecondary, All Other",31,51283.52258
1154,2012,"Social Scientists and Related Workers, All Other",88,55663.76364
1155,2012,"Social Work Teachers, Postsecondary",39,50516.03949
1156,2012,"Social Workers, All Other",34,36485.16471
1157,2012,Social and Community Service Managers,220,51820.34636
1158,2012,Social and Human Service Assistants,19,31103.36842
1159,2012,Sociologists,45,56788.90667
1160,2012,"Sociology Teachers, Postsecondary",59,50572.79949
1161,2012,"Software Developers, Applications",42717,88123.75652
1162,2012,"Software Developers, Applications, Non R & D",324,64883.24321
1163,2012,"Software Developers, Applications, R&D",91,62640.04615
1164,2012,"Software Developers, Systems Software",10977,84570.56818
1165,2012,"Software Developers, Systems Software, Non R&D",73,63263.6411
1166,2012,"Software Developers, Systems Software, R&D",32,70316.74375
1167,2012,Software Quality Assurance Engineers and Testers,398,72649.27407
1168,2012,Soil and Plant Scientists,428,42509.68935
1169,2012,Sound Engineering Technicians,15,33327.12
1170,2012,"Special Education Teachers, Middle School",116,45797.1275
1171,2012,"Special Education Teachers, Preschool, Kindergarte",342,48556.03032
1172,2012,"Special Education Teachers, Secondary School",212,48096.30057
1173,2012,Speech-Language Pathologists,383,60945.80104
1174,2012,Stationary Engineers and Boiler Operators,2,48224.9
1175,2012,Statistical Assistants,31,34996.32258
1176,2012,Statisticians,1698,63989.81795
1177,2012,Storage and Distribution Managers,1,74693
1178,2012,Substance Abuse and Behavioral Disorder Counselors,29,30601.82759
1179,2012,Surgeons,161,142361.9801
1180,2012,Surgical Technologists,5,47628
1181,2012,Survey Researchers,59,34187.83729
1182,2012,Surveying and Mapping Technicians,2,30378
1183,2012,Surveyors,25,51127.336
1184,2012,"Tax Examiners and Collectors, and Revenue Agents",2,38053.5
1185,2012,Tax Preparers,14,32354.4
1186,2012,Teacher Assistants,7,25286.65714
1187,2012,"Teachers and Instructors, All Other",6,29911.66667
1188,2012,"Teachers and Instructors, All Other*",441,32661.08111
1189,2012,Technical Directors/Managers,2,114837
1190,2012,Technical Writers,299,54769.65686
1191,2012,Telecommunications Equipment Installers and Repair,3,68217
1192,2012,"Therapists, All Other",1,46550
1193,2012,"Therapists, All Other*",47,43667.05957
1194,2012,Tool and Die Makers,2,40466.5
1195,2012,Tour Guides and Escorts,1,15080
1196,2012,Traffic Technicians,3,47063.66667
1197,2012,Training and Development Managers,141,79333.16879
1198,2012,Training and Development Specialists,331,48515.29305
1199,2012,Transportation Inspectors,24,41324.425
1200,2012,"Transportation Workers, All Other",7,44432.6
1201,2012,"Transportation, Storage, and Distribution Managers",150,70474.64933
1202,2012,Travel Agents,1,27000
1203,2012,Travel Guides,3,23303
1204,2012,"Treasurers, Controllers, and Chief Financial Offic",14,94702.37429
1205,2012,Urban and Regional Planners,120,56966.15617
1206,2012,Veterinarians,279,65819.1491
1207,2012,Veterinary Technologists and Technicians,23,28801.78261
1208,2012,"Vocational Education Teachers, Postsecondary",44,44290.47273
1209,2012,Watch Repairers,1,45115.2
1210,2012,Water and Wastewater Treatment Plant and System Op,4,53908.4
1211,2012,Web Developers,24,74064.50667
1212,2012,"Wholesale and Retail Buyers, Except Farm Products",115,44933.65391
1213,2012,"Woodworkers, All Other",2,72924.8
1214,2012,Writers and Authors,133,51498.14797
1215,2012,Zoologists and Wildlife Biologists,79,40266.02633
1216,2013,Accountants,94,52341.4234
1217,2013,Accountants and Auditors,6827,55700.2343
1218,2013,Actuaries,385,79866.32883
1219,2013,"Administrative Law Judges, Adjudicators, and Heari",2,40009
1220,2013,Administrative Services Managers,184,58712.805
1221,2013,Adult Basic and Secondary Education and Literacy T,50,37453.356
1222,2013,"Adult Literacy, Remedial Education, and GED Teache",1,40539.2
1223,2013,Advertising Sales Agents,13,46646.61538
1224,2013,Advertising and Promotions Managers,399,81477.39419
1225,2013,Aerospace Engineering and Operations Technicians,19,51564.31579
1226,2013,Aerospace Engineers,230,79449.28609
1227,2013,"Agents and Business Managers of Artists, Performer",45,53728.53333
1228,2013,Agricultural Engineers,76,54889.09474
1229,2013,Agricultural Equipment Operators,1,26457.6
1230,2013,Agricultural Inspectors,40,33251.78
1231,2013,"Agricultural Sciences Teachers, Postsecondary",36,56364.03333
1232,2013,"Agricultural Workers, All Other",5,28021.84
1233,2013,Agricultural and Food Science Technicians,58,32223.68276
1234,2013,Aircraft Mechanics and Service Technicians,5,53285.52
1235,2013,Airfield Operations Specialists,1,36130
1236,2013,"Airline Pilots, Copilots, and Flight Engineers",11,77846.94545
1237,2013,Anesthesiologists,75,141466.5973
1238,2013,Animal Breeders,52,26411.71154
1239,2013,Animal Scientists,87,50712.75402
1240,2013,Animal Trainers,4,28789.9
1241,2013,Anthropologists and Archeologists,5,51707.4
1242,2013,"Anthropology and Archeology Teachers, Postsecondar",38,53817.9
1243,2013,Appraisers and Assessors of Real Estate,12,43787.56667
1244,2013,"Appraisers, Real Estate",1,64626
1245,2013,"Arbitrators, Mediators, and Conciliators",3,45891.66667
1246,2013,"Architects, Except Landscape and Naval",655,54983.48733
1247,2013,Architectural Drafters,7,52870.57143
1248,2013,Architectural and Civil Drafters,395,42167.01215
1249,2013,Architectural and Engineering Managers,1071,117510.7692
1250,2013,"Architecture Teachers, Postsecondary",91,62611.84396
1251,2013,Archivists,20,39756.05
1252,2013,"Area, Ethnic, and Cultural Studies Teachers, Posts",73,50996.57534
1253,2013,Art Directors,301,85084.17289
1254,2013,"Art, Drama, and Music Teachers, Postsecondary",230,48483.35709
1255,2013,"Artists and Related Workers, All Other",15,46622.66667
1256,2013,Astronomers,72,59394.64167
1257,2013,Athletic Trainers,81,38772.33778
1258,2013,Atmospheric and Space Scientists,125,63707.2128
1259,2013,"Atmospheric, Earth, Marine, and Space Sciences Tea",62,54201.33468
1260,2013,Audio and Video Equipment Technicians,2,50980.9
1261,2013,Audio-Visual and Multimedia Collections Specialist,18,35234.07778
1262,2013,Audiologists,22,63016.69091
1263,2013,Auditors,23,62651.45217
1264,2013,Billing and Posting Clerks,6,33522.73333
1265,2013,Biochemists,3,67620.8
1266,2013,Biochemists and Biophysicists,2490,45402.05896
1267,2013,"Biological Science Teachers, Postsecondary",223,55635.23368
1268,2013,Biological Scientists,1,67850
1269,2013,"Biological Scientists, All Other",2013,45178.53656
1270,2013,Biological Technicians,1060,34108.61174
1271,2013,Biologists,11,51829.76364
1272,2013,Biomedical Engineers,574,65722.2446
1273,2013,Biophysicists,1,84864
1274,2013,Boilermakers,1,87318
1275,2013,"Bookkeeping, Accounting, and Auditing Clerks",53,33488.31698
1276,2013,Broadcast News Analysts,13,39993.61538
1277,2013,Broadcast Technicians,4,53976
1278,2013,Brokerage Clerks,2,35651.1
1279,2013,Budget Analysts,394,54115.66853
1280,2013,"Business Operations Specialists, All Other",1284,52116.89483
1281,2013,"Business Teachers, Postsecondary",761,57073.7217
1282,2013,"Buyers and Purchasing Agents, Farm Products",14,47339.67143
1283,2013,"Camera Operators, Television, Video, and Motion Pi",13,32884.86154
1284,2013,"Captains, Mates, and Pilots of Water Vessels",4,64979
1285,2013,Cardiovascular Technologists and Technicians,2,61100.1
1286,2013,"Career/Technical Education Teachers, Middle School",4,42738.25
1287,2013,"Career/Technical Education Teachers, Secondary Sch",11,51740.96364
1288,2013,Cargo and Freight Agents,10,31747
1289,2013,Cartographers and Photogrammetrists,31,48250.67742
1290,2013,Chefs and Head Cooks,94,43273.72979
1291,2013,Chemical Engineers,989,77230.72781
1292,2013,Chemical Technicians,84,33906.65714
1293,2013,"Chemistry Teachers, Postsecondary",187,50420.73139
1294,2013,Chemists,1724,54180.94986
1295,2013,Chief Executives,496,160182.5528
1296,2013,"Child, Family, and School Social Workers",87,34223.29885
1297,2013,Childcare Workers,3,23510.86667
1298,2013,Chiropractors,61,46162.31475
1299,2013,Choreographers,3,41669.4
1300,2013,Civil Drafters,1,43576
1301,2013,Civil Engineering Technicians,39,46078.93333
1302,2013,Civil Engineers,1818,67717.94644
1303,2013,"Civil Engineers, Non R&D",3,56686.93333
1304,2013,"Civil Engineers, R&D",78,47185.03077
1305,2013,"Claims Adjusters, Examiners, and Investigators",14,53733.01429
1306,2013,Clergy,88,33106.55455
1307,2013,Clinical Psychologists,1,51875
1308,2013,"Clinical, Counseling, and School Psychologists",98,52296.04286
1309,2013,Coaches and Scouts,365,30642.67134
1310,2013,Commercial Pilots,3,37710
1311,2013,Commercial and Industrial Designers,1384,51128.04977
1312,2013,"Communications Teachers, Postsecondary",126,45823.86722
1313,2013,"Community and Social Service Specialists, All Othe",59,34489.5661
1314,2013,Compensation and Benefits Managers,22,98516.22727
1315,2013,"Compensation, Benefits, and Job Analysis Specialis",94,58827.58298
1316,2013,Compliance Officers,391,57992.609
1317,2013,"Compliance Officers, Except Agriculture, Construct",2,70865.5
1318,2013,Computer Hardware Engineers,825,93223.14642
1319,2013,"Computer Hardware Engineers, Non R&D",3,81012.2
1320,2013,"Computer Hardware Engineers, R&D",4,71455.65
1321,2013,Computer Network Architects,99,88987.05253
1322,2013,Computer Network Support Specialists,36,61223.03333
1323,2013,Computer Numerically Controlled Machine Tool Progr,4,43212.1
1324,2013,"Computer Occupations, All Other",27633,70269.18503
1325,2013,Computer Operators,16,40957.925
1326,2013,Computer Programmers,51036,66396.13803
1327,2013,Computer Programmers Non R & D,256,59613.01719
1328,2013,Computer Programmers R & D,50,56404.228
1329,2013,"Computer Science Teachers, Postsecondary",282,52290.30727
1330,2013,"Computer Software Engineers, Applications",33,83813.70303
1331,2013,"Computer Software Engineers, Applications, Non R &",190,64717.59474
1332,2013,"Computer Software Engineers, Applications, Non R&D",1,61922
1333,2013,"Computer Software Engineers, Applications,R&D",71,63586.49014
1334,2013,"Computer Software Engineers, Systems Software",6,99403.33333
1335,2013,"Computer Software Engineers, Systems Software, Non",30,64067.03333
1336,2013,"Computer Software Engineers, Systems Software,R&D",16,69979.125
1337,2013,"Computer Specialists, All Other",3,45096.33333
1338,2013,Computer Support Specialists,492,47761.2148
1339,2013,Computer Systems Analysts,77485,69540.88814
1340,2013,"Computer Systems Analysts, Non R&D",230,62687.90957
1341,2013,"Computer Systems Analysts, Non R&D (ACWIA Only)",1,74256
1342,2013,"Computer Systems Analysts, R&D",52,56369.95769
1343,2013,Computer Systems Engineers/Architects,32,76080.5625
1344,2013,Computer User Support Specialists,79,48303.74177
1345,2013,Computer and Information Research Scientists,951,86316.6077
1346,2013,"Computer and Information Scientists, Research",2,70813.5
1347,2013,Computer and Information Systems Managers,3495,108398.8723
1348,2013,"Computer, Automated Teller, and Office Machine Rep",3,47840
1349,2013,Concierges,2,45645.5
1350,2013,Conservation Scientists,14,52327.71429
1351,2013,Construction Managers,266,76543.38421
1352,2013,Construction and Building Inspectors,9,45068.4
1353,2013,"Construction and Related Workers, All Other",1,52790
1354,2013,"Cooks, Private Household",1,21840
1355,2013,"Cooks, Restaurant",3,28338.66667
1356,2013,Copy Writers,1,42786
1357,2013,Cost Estimators,482,52773.17469
1358,2013,Costume Attendants,1,16640
1359,2013,"Counselors, All Other",28,37682.63571
1360,2013,Counter and Rental Clerks,1,31657.6
1361,2013,Craft Artists,2,31658
1362,2013,Credit Analysts,404,65135.2504
1363,2013,"Credit Authorizers, Checkers, and Clerks",1,34882
1364,2013,Credit Counselors,66,34797.77273
1365,2013,"Criminal Justice and Law Enforcement Teachers, Pos",20,46219.84
1366,2013,Curators,103,50765.60621
1367,2013,Customer Service Representatives,31,36273.8
1368,2013,Dancers,1,26811.2
1369,2013,Data Entry Keyers,3,31366.4
1370,2013,Database Administrators,4750,66584.06184
1371,2013,Dental Assistants,4,31746
1372,2013,Dental Hygienists,2,65156.2
1373,2013,Dental Laboratory Technicians,11,45304.21818
1374,2013,"Dentists, All Other Specialists",128,90337.79172
1375,2013,"Dentists, General",680,101394.7065
1376,2013,"Designers, All Other",168,39413.04548
1377,2013,Desktop Publishers,3,29085.26667
1378,2013,Detectives and Criminal Investigators,9,50520.77778
1379,2013,Diagnostic Medical Sonographers,6,57390.63333
1380,2013,Dietetic Technicians,1,35193.6
1381,2013,Dietitians and Nutritionists,91,47779.9011
1382,2013,"Directors, Religious Activities and Education",75,38033.392
1383,2013,"Drafters, All Other",5,43293.8
1384,2013,Driver/Sales Workers,1,73086
1385,2013,"Economics Teachers, Postsecondary",323,56960.99337
1386,2013,Economists,595,82300.96155
1387,2013,Editors,321,48836.04062
1388,2013,"Education Administrators, All Other",66,57852.87758
1389,2013,"Education Administrators, Elementary and Secondary",101,70370.52673
1390,2013,"Education Administrators, Postsecondary",228,69426.87189
1391,2013,"Education Administrators, Preschool and Childcare",62,38412.67742
1392,2013,"Education Teachers, Postsecondary",215,46258.60702
1393,2013,"Education, Training, and Library Workers, All Othe",49,34868.32245
1394,2013,"Educational, Guidance, School, and Vocational Coun",159,38499.18667
1395,2013,"Educational, Vocational, and School Counselors",5,39307.72
1396,2013,Electrical Drafters,1,56846
1397,2013,Electrical Engineering Technicians,1,29515.2
1398,2013,Electrical Engineers,4337,78339.31999
1399,2013,"Electrical Engineers, Non R&D",16,58350.45
1400,2013,"Electrical Engineers, R&D",178,54242.33146
1401,2013,Electrical and Electronic Engineering Technicians,5,53418.52
1402,2013,Electrical and Electronics Drafters,10,48830.2
1403,2013,Electrical and Electronics Engineering Technicians,137,55190.29489
1404,2013,"Electrical and Electronics Repairers, Commercial a",4,60351.25
1405,2013,Electro-Mechanical Technicians,5,43530.4
1406,2013,"Electronics Engineers, Except Computer",4974,85177.35424
1407,2013,"Electronics Engineers, Except Computer, Non R&D",288,54987.24167
1408,2013,"Electronics Engineers, Except Computer, R&D",27,60767.18519
1409,2013,"Elementary School Teachers, Except Special Educati",1439,42830.26574
1410,2013,Emergency Management Directors,8,64356.35
1411,2013,"Employment, Recruitment, and Placement Specialists",8,54054.2
1412,2013,Engineering Managers,12,147020.9167
1413,2013,"Engineering Teachers, Postsecondary",625,59139.51333
1414,2013,"Engineering Technicians, Except Drafters, All Othe",104,48911.53462
1415,2013,"Engineers, All Other",1349,65492.87324
1416,2013,"English Language and Literature Teachers, Postseco",151,43453.13695
1417,2013,"Entertainers and Performers, Sports and Related Wo",9,46767.84444
1418,2013,Environmental Engineering Technicians,12,43145.66667
1419,2013,Environmental Engineers,333,64896.21141
1420,2013,"Environmental Science Teachers, Postsecondary",31,52066.77645
1421,2013,"Environmental Science and Protection Technicians,",36,38188.64444
1422,2013,"Environmental Scientists and Specialists, Includin",205,53024.7582
1423,2013,Epidemiologists,97,59628.38155
1424,2013,Executive Secretaries and Administrative Assistant,3,39561.46667
1425,2013,Executive Secretaries and Executive Administrative,32,46563.03125
1426,2013,Exercise Physiologists,4,54496
1427,2013,Fabric and Apparel Patternmakers,3,63969
1428,2013,Family and General Practitioners,889,129950.8698
1429,2013,Farm Equipment Mechanics and Service Technicians,1,23566
1430,2013,Farm and Home Management Advisors,32,33293.05
1431,2013,"Farm, Ranch, and Other Agricultural Managers",2,32749.5
1432,2013,"Farmers, Ranchers, and Other Agricultural Managers",110,45184.16727
1433,2013,"Farmworkers and Laborers, Crop, Nursery, and Green",1,25355
1434,2013,Fashion Designers,375,54781.62763
1435,2013,Film and Video Editors,63,47682.74603
1436,2013,Financial Analysts,6745,75669.80396
1437,2013,Financial Examiners,74,74269.35405
1438,2013,Financial Managers,1335,111772.9419
1439,2013,"Financial Managers, Branch or Department",5,150438
1440,2013,"Financial Specialists, All Other",703,57400.12745
1441,2013,"Fine Artists, Including Painters, Sculptors, and I",15,36968.54667
1442,2013,First-Line Supervisors of Construction Trades and,12,66457.66667
1443,2013,"First-Line Supervisors of Farming, Fishing, and Fo",18,38406.01111
1444,2013,First-Line Supervisors of Food Preparation and Ser,14,34215.97143
1445,2013,"First-Line Supervisors of Helpers, Laborers, and M",1,32344
1446,2013,First-Line Supervisors of Housekeeping and Janitor,5,32117
1447,2013,"First-Line Supervisors of Landscaping, Lawn Servic",3,47056.66667
1448,2013,"First-Line Supervisors of Mechanics, Installers, a",8,66191
1449,2013,First-Line Supervisors of Non-Retail Sales Workers,21,57659.6
1450,2013,First-Line Supervisors of Office and Administrativ,146,47724.88356
1451,2013,First-Line Supervisors of Personal Service Workers,1,32094
1452,2013,First-Line Supervisors of Production and Operating,17,49883.28235
1453,2013,First-Line Supervisors of Retail Sales Workers,13,31704.01538
1454,2013,First-Line Supervisors of Transportation and Mater,3,46065
1455,2013,Fitness Trainers and Aerobics Instructors,15,34055.13333
1456,2013,Food Preparation Workers,1,26600
1457,2013,Food Scientists and Technologists,370,54545.29157
1458,2013,Food Service Managers,203,48085.04236
1459,2013,"Foreign Language and Literature Teachers, Postseco",578,46089.24616
1460,2013,Forensic Science Technicians,8,52283.81
1461,2013,Forest and Conservation Technicians,1,26270
1462,2013,Foresters,7,62677.28571
1463,2013,"Forestry and Conservation Science Teachers, Postse",14,56640.02857
1464,2013,Fundraisers,2,37086
1465,2013,"Funeral Service Managers, Directors, Morticians, a",1,46280
1466,2013,General and Operations Managers,1300,98062.276
1467,2013,Genetic Counselors,2,45271.3
1468,2013,Geographers,65,47000.6
1469,2013,"Geography Teachers, Postsecondary",56,49319.02143
1470,2013,Geological and Petroleum Technicians,111,49732.24505
1471,2013,Geologists,1,66934
1472,2013,"Geoscientists, Except Hydrologists and Geographers",415,88569.74525
1473,2013,Graduate Teaching Assistants,8,24627.075
1474,2013,Graphic Designers,1525,46671.51386
1475,2013,Hazardous Materials Removal Workers,1,37710
1476,2013,"Health Diagnosing and Treating Practitioners, All",520,50261.56731
1477,2013,Health Educators,152,40751.425
1478,2013,"Health Specialties Teachers, Postsecondary",1205,68540.53172
1479,2013,"Health Technologists and Technicians, All Other",42,40624.21429
1480,2013,"Health and Safety Engineers, Except Mining Safety",137,71764.28467
1481,2013,"Health professionals and technicians, all other",1,59446
1482,2013,"Healthcare Practitioners and Technical Workers, Al",417,47558.94897
1483,2013,Healthcare Social Workers,53,42855.86132
1484,2013,"Healthcare Support Workers, All Other",13,33563.44615
1485,2013,Historians,8,38875.2
1486,2013,"History Teachers, Postsecondary",117,49600.02735
1487,2013,"Home Economics Teachers, Postsecondary",21,43751.14286
1488,2013,Home Health Aides,2,22880
1489,2013,"Hotel, Motel, and Resort Desk Clerks",1,24835
1490,2013,"Human Resources Assistants, Except Payroll and Tim",17,36024.34118
1491,2013,Human Resources Managers,204,90318.18412
1492,2013,Human Resources Specialists,107,54153.94393
1493,2013,"Human Resources, Training, and Labor Relations Spe",626,47099.87476
1494,2013,Hydrologists,37,56498.89189
1495,2013,Industrial Engineering Technicians,39,42777.42051
1496,2013,Industrial Engineers,2485,72052.79675
1497,2013,Industrial Machinery Mechanics,4,45853.75
1498,2013,Industrial Production Managers,385,89433.32416
1499,2013,Industrial Safety and Health Engineers,2,93090.3
1500,2013,Industrial-Organizational Psychologists,28,77817.26429
1501,2013,Information Security Analysts,128,81226.07844
1502,2013,"Information Security Analysts, Web Developers, and",1764,68184.27832
1503,2013,"Information and Record Clerks, All Other",3,32517.33333
1504,2013,"Inspectors, Testers, Sorters, Samplers, and Weighe",4,35859.1
1505,2013,"Installation, Maintenance, and Repair Workers, All",1,58906
1506,2013,Instructional Coordinators,428,45609.39907
1507,2013,Insurance Sales Agents,18,66943.5
1508,2013,Insurance Underwriters,57,67019.45965
1509,2013,Interior Designers,284,46174.76549
1510,2013,"Internists, General",1928,131431.6336
1511,2013,Interpreters and Translators,194,40712.09794
1512,2013,"Interviewers, Except Eligibility and Loan",1,31574
1513,2013,Jewelers and Precious Stone and Metal Workers,9,31368.6
1514,2013,Judicial Law Clerks,164,41199.77073
1515,2013,"Kindergarten Teachers, Except Special Education",184,40281.91196
1516,2013,Landscape Architects,114,51063.04912
1517,2013,Law Clerks,1,38272
1518,2013,"Law Teachers, Postsecondary",30,77318.87333
1519,2013,Lawyers,870,110567.201
1520,2013,Legal Secretaries,2,36420.8
1521,2013,"Legal Support Workers, All Other",84,48842.63095
1522,2013,Librarians,71,47323.58592
1523,2013,"Library Science Teachers, Postsecondary",15,46191.26667
1524,2013,Library Technicians,3,33195
1525,2013,Licensed Practical and Licensed Vocational Nurses,1,78416
1526,2013,"Life Scientists, All Other",471,45352.58251
1527,2013,"Life, Physical, and Social Science Technicians, Al",62,38245.10968
1528,2013,Loan Counselors,1,31824
1529,2013,Loan Interviewers and Clerks,1,32510.4
1530,2013,Loan Officers,29,48209.22759
1531,2013,Lodging Managers,212,49166.38962
1532,2013,Logisticians,1034,61523.01702
1533,2013,"Maintenance and Repair Workers, General",1,40685
1534,2013,"Makeup Artists, Theatrical and Performance",1,56700.8
1535,2013,Management Analysts,8811,70893.86659
1536,2013,"Managers, All Other",1037,88594.52712
1537,2013,Marine Architects,1,67974
1538,2013,Marine Engineers,1,81286
1539,2013,Marine Engineers and Naval Architects,181,77812.04199
1540,2013,Market Research Analysts,32,45790.5625
1541,2013,Market Research Analysts and Marketing Specialists,5470,52081.67981
1542,2013,Marketing Managers,2026,104694.9715
1543,2013,Marriage and Family Therapists,33,37953.62424
