Num,YEAR,SOC_NAME,Count,PREVAILING_WAGE
3215,2015,TRAVEL AGENTS,4,33966.25
3216,2015,TRAVEL GUIDES,3,31331.86667
3217,2015,TREASURER / CONTROLLER,1,72467.2
3218,2015,TREASURERS AND CONTROLLERS,10,106244.4
3219,2015,"TREASURERS, CONTROLLERS, AND CHIEF FINANCIAL OFFIC",1,81806
3220,2015,TREE TRIMMERS AND PRUNERS,1,49920
3221,2015,TUTORS,1,27060
3222,2015,URBAN AND REGIONAL PLANNERS,139,57482.83453
3223,2015,UROLOGISTS,1,213158
3224,2015,"USHERS, LOBBY ATTENDANTS, AND TICKET TAKERS",1,18262.4
3225,2015,VALIDATION ENGINEER,3,66081.46667
3226,2015,VALIDATION ENGINEERS,32,63357.825
3227,2015,VETERINARIANS,295,67014.84407
3228,2015,VETERINARY ASSISTANTS AND LABORATORY ANIMAL,6,26336.83333
3229,2015,VETERINARY TECHNOLOGISTS AND TECHNICIANS,5,28587.6
3230,2015,VIDEO GAME DESIGNERS,1,87942
3231,2015,"VOCATIONAL EDUCATION TEACHERS, POSTSECONDARY",35,42710.78286
3232,2015,WATCH REPAIRERS,2,48682.5
3233,2015,WATER/WASTEWATER ENGINEERS,3,58497.66667
3234,2015,WEB ADMINISTRATORS,3,59758.33333
3235,2015,WEB DEVELOPER,1,52062
3236,2015,WEB DEVELOPERS,5122,57697.87552
3237,2015,"WELDERS, CUTTERS, SOLDERERS, AND BRAZERS",3,44371.73333
3238,2015,"WELDING, SOLDERING, AND BRAZING MACHINE SETTERS,",1,53082
3239,2015,"WHOLESALE AND RETAIL BUYERS, EXCEPT FARM PRODUCTS",82,46347.9439
3240,2015,WRITERS AND AUTHORS,180,56274.44467
3241,2015,ZOOLOGISTS AND WILDLIFE BIOLOGISTS,56,50345.49643
3242,2016,17-2051,1,85571
3243,2016,ACCOUNTANT,1,55369.6
3244,2016,ACCOUNTANTS,49,52732.15918
3245,2016,ACCOUNTANTS AND AUDITORS,10187,58321.17832
3246,2016,ACTUARIES,614,81269.87459
3247,2016,ACUPUNCTURISTS,1,61464
3248,2016,ADMINISTRATIVE SERVICES MANAGERS,116,64234.66034
3249,2016,ADULT BASIC AND SECONDARY EDUCATION AND LITERACY,38,40490.13684
3250,2016,ADULT BASIC AND SECONDARY EDUCATION AND LITERACY T,2,42119.9
3251,2016,ADULT BASIC SECOND EDUC AND LIT TEACH AND INSTRUC,1,30722
3252,2016,ADVERTISING AND PROMOTIONS MANAGERS,304,93755.7875
3253,2016,ADVERTISING SALES AGENTS,19,46565.70526
3254,2016,AEROSPACE ENGINEERING AND OPERATIONS TECHNICIANS,23,56965.76522
3255,2016,AEROSPACE ENGINEERS,273,85560.94799
3256,2016,AGENTS AND BUSINESS MANAGERS OF ARTISTS,1,30035.2
3257,2016,"AGENTS AND BUSINESS MANAGERS OF ARTISTS,",38,45987.63684
3258,2016,"AGENTS AND BUSINESS MANAGERS OF ARTISTS, PERFORMER",2,37190.5
3259,2016,AGRICULTURAL AND FOOD SCIENCE TECHNICIANS,40,34803.785
3260,2016,AGRICULTURAL ENGINEERS,86,57433.19535
3261,2016,AGRICULTURAL INSPECTORS,30,33768.56667
3262,2016,"AGRICULTURAL SCIENCES TEACHERS, POSTSECONDARY",80,60332.6475
3263,2016,"AGRICULTURAL WORKERS, ALL OTHER",3,28658.66667
3264,2016,AIRCRAFT MECHANICS AND SERVICE TECHNICIANS,7,48880.05714
3265,2016,AIRFIELD OPERATIONS SPECIALISTS,2,33415.4
3266,2016,"AIRLINE PILOTS, COPILOTS, AND FLIGHT ENGINEERS",20,52322.34
3267,2016,ANESTHESIOLOGISTS,81,158167.921
3268,2016,ANIMAL BREEDERS,7,29450
3269,2016,ANIMAL SCIENTISTS,107,54757.46168
3270,2016,ANIMAL TRAINERS,2,25459.2
3271,2016,ANTHROPOLOGISTS AND ARCHEOLOGISTS,11,48373.27273
3272,2016,"ANTHROPOLOGY AND ARCHEOLOGY TEACHERS,",42,59544.20952
3273,2016,"ANTHROPOLOGY AND ARCHEOLOGY TEACHERS, POSTSECONDAR",1,64940
3274,2016,APPRAISERS AND ASSESSORS OF REAL ESTATE,11,51489.45455
3275,2016,"ARBITRATORS, MEDIATORS, AND CONCILIATORS",3,37648.06667
3276,2016,"ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL",1000,56407.759
3277,2016,ARCHITECTURAL AND CIVIL DRAFTERS,836,43541.81746
3278,2016,ARCHITECTURAL AND ENGINEERING MANAGERS,1111,125765.5771
3279,2016,ARCHITECTURAL DRAFTERS,5,48530.6
3280,2016,"ARCHITECTURE TEACHERS, POSTSECONDARY",92,56797.46957
3281,2016,ARCHIVISTS,18,39922.24444
3282,2016,"AREA, ETHNIC, & CULTURAL TEACHERS, POSTSECONDARY",1,64488
3283,2016,"AREA, ETHNIC, AND CULTURAL STUDIES TEACHERS,",69,53392.33623
3284,2016,"AREA, ETHNIC, AND CULTURAL STUDIES TEACHERS, POSTS",1,34500
3285,2016,ART DIRECTORS,381,94814.22835
3286,2016,"ART, DRAMA AND MUSIC TEACHERS, POSTSECONDARY",1,39543
3287,2016,"ART, DRAMA, AND MUSIC TEACHERS, POSTSECONDARY",255,49650.30247
3288,2016,"ARTISTS AND RELATED WORKERS, ALL OTHER",12,45518.71917
3289,2016,ASTRONOMERS,82,59430.37805
3290,2016,ATHLETIC TRAINERS,64,38360.64063
3291,2016,ATMOSPHERIC AND SPACE SCIENTISTS,147,62336.82857
3292,2016,"ATMOSPHERIC, EARTH, MARINE, & SPACE SCIENCES TEACH",1,66290
3293,2016,"ATMOSPHERIC, EARTH, MARINE, AND SPACE SCIENCES",76,53907.60368
3294,2016,"ATMOSPHERIC, EARTH, MARINE, AND SPACE SCIENCES TEA",1,35970
3295,2016,ATTORNEY,1,79123.2
3296,2016,AUDIO AND VIDEO EQUIPMENT TECHNICIANS,4,50682.7
3297,2016,AUDIO-VISUAL AND MULTIMEDIA COLLECTIONS,16,35793.075
3298,2016,AUDIOLOGISTS,18,66622.41111
3299,2016,AUDITORS,6,61900.06667
3300,2016,AUTOMOTIVE BODY AND RELATED REPAIRERS,1,49296
3301,2016,AUTOMOTIVE ENGINEER,1,66560
3302,2016,AUTOMOTIVE ENGINEERS,10,67134.68
3303,2016,AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS,2,39135.2
3304,2016,BAKERS,3,27788.93333
3305,2016,BARBERS,1,18346
3306,2016,BARTENDERS,1,17534
3307,2016,BILL AND ACCOUNT COLLECTORS,2,57636.8
3308,2016,BILLING AND POSTING CLERKS,7,34171.57143
3309,2016,BIOCHEMISTS AND BIOPHYSICISTS,2533,50814.4097
3310,2016,BIOCHEMISTS OR BIOPHYSICISTS,1,40810
3311,2016,BIOINFORMATICS SCIENTISTS,37,66231.58919
3312,2016,BIOINFORMATICS TECHNICIANS,1,41912
3313,2016,"BIOLOGICAL SCIENCE TEACHERS, POSTSECONDARY",289,55048.97048
3314,2016,BIOLOGICAL SCIENTISTS,2,69555.5
3315,2016,"BIOLOGICAL SCIENTISTS, ALL OTHER",2517,52299.24151
3316,2016,"BIOLOGICAL SCIENTISTS, ALL OTHERS",1,74089.6
3317,2016,"BIOLOGICAL TEACHERS, POSTSECONDARY",1,40990
3318,2016,BIOLOGICAL TECHNICIAN,2,28142
3319,2016,BIOLOGICAL TECHNICIANS,916,37071.86346
3320,2016,BIOMEDICAL ENGINEERS,816,68932.76029
3321,2016,BIOSTATISTICIANS,15,54151.44
3322,2016,"BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS",55,36485.66182
3323,2016,BROADCAST NEWS ANALYSTS,8,52377.15
3324,2016,BROKERAGE CLERKS,4,48755
3325,2016,BUDGET ANALYSTS,474,58263.89059
3326,2016,BUS AND TRUCK MECHANICS AND DIESEL ENGINE,1,50128
3327,2016,BUSINESS INTELLIGENCE ANALYST,4,85124
3328,2016,BUSINESS INTELLIGENCE ANALYSTS,308,62985.80844
3329,2016,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",941,56517.07035
3330,2016,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER*",36,51085.60556
3331,2016,"BUSINESS TEACHERS, POSTSECONDARY",895,56398.93955
3332,2016,"BUYERS AND PURCHASING AGENTS, FARM PRODUCTS",18,45110.58889
3333,2016,"CAMERA OPERATORS, TELEVISION, VIDEO, AND MOTION",6,41218.76667
3334,2016,"CAPTAINS, MATES, AND PILOTS OF WATER VESSELS",4,83682
3335,2016,CARDIOVASCULAR TECHNOLOGISTS AND TECHNICIANS,1,26728
3336,2016,"CAREER/TECHNICAL  EDUCATION TEACHERS, MIDDLE",4,45503.25
3337,2016,"CAREER/TECHNICAL EDUCATION TEACHERS, MIDDLE SCHOOL",1,63250
3338,2016,"CAREER/TECHNICAL EDUCATION TEACHERS, SECONDARY",6,52755.86667
3339,2016,CARGO AND FREIGHT AGENTS,7,33069
3340,2016,CARPENTERS,1,31200
3341,2016,CARTOGRAPHERS AND PHOTOGRAMMETRISTS,33,47517.90909
3342,2016,CHEFS AND HEAD COOKS,65,42609.06462
3343,2016,CHEMICAL ENGINEERS,1026,81547.66842
3344,2016,CHEMICAL TECHNICIANS,60,38402.25333
3345,2016,CHEMIST,1,53518
3346,2016,"CHEMISTRY TEACHERS, POSTECONDARY",1,46560
3347,2016,"CHEMISTRY TEACHERS, POSTSECONDARY",206,52601.45539
3348,2016,CHEMISTS,1879,57804.0195
3349,2016,CHIEF EXECUTIVES,472,164822.8461
3350,2016,"CHILD, FAMILY, AND SCHOOL SOCIAL WORKERS",73,36980.76849
3351,2016,CHILDCARE WORKERS,6,22623.5
3352,2016,CHIROPRACTORS,40,50307.9555
3353,2016,CHMEICAL ENGINEERS,1,152443
3354,2016,CHOREOGRAPHERS,3,49760.6
3355,2016,CIVIL ENGINEER,2,56909
3356,2016,CIVIL ENGINEERING TECHNICIANS,56,43803.78929
3357,2016,CIVIL ENGINEERS,2700,67553.64844
3358,2016,"CIVIL ENGINEERS, NON-R&D",7,55977.57143
3359,2016,"CIVIL ENGINEERS, R&AMP;D",11,46734.18182
3360,2016,"CIVIL ENGINEERS, R&D",77,51219.08987
3361,2016,"CLAIMS ADJUSTERS, EXAMINERS, AND INVESTIGATORS",8,53381.525
3362,2016,CLERGY,57,38778.55088
3363,2016,CLINICAL DATA MANAGER,9,74732
3364,2016,CLINICAL DATA MANAGERS,15,70390.17333
3365,2016,CLINICAL RESEARCH COORDINATORS,6,57396
3366,2016,"CLINICAL, COUNSELING, AND SCHOOL PSYCHOLOGISTS",86,56726.22326
3367,2016,COACHES AND SCOUTS,277,32499.4231
3368,2016,COMMERCIAL AND INDUSTRIAL DEISGNERS,1,59842
3369,2016,COMMERCIAL AND INDUSTRIAL DESIGNERS,1402,56754.66191
3370,2016,COMMERCIAL AND INDUSTRIAL ENGINEERS,4,61360
3371,2016,COMMERCIAL PILOTS,8,85240
3372,2016,"COMMODITIES, AND FINANCIAL SERVICES SALES AGENTS",1,112029
3373,2016,"COMMUNICATIONS STUDIES TEACHERS, POSTSECONDARY",1,78537
3374,2016,"COMMUNICATIONS TEACHERS, POSTSECONDARY",146,47227.44103
3375,2016,"COMMUNITY AND SOCIAL SERVICE SPECIALISTS, ALL",36,49327.08333
3376,2016,COMMUNITY HEALTH WORKERS,12,33111.88333
3377,2016,COMPENSATION AND BENEFITS MANAGERS,16,118248.0375
3378,2016,"COMPENSATION, BENEFITS, AND JOB ANALYSIS",101,62483.24554
3379,2016,"COMPENSATION, BENEFITS, AND JOB ANALYSIS SPEC",1,46904
3380,2016,COMPLIANCE OFFICERS,667,61451.83808
3381,2016,COMPUER SYSTEMS ANALYSTS,1,73570
3382,2016,COMPUTE PROGRAMMERS,1,47902
3383,2016,COMPUTER & INFORMATION RESEARCH SCIENTIST,1,88629
3384,2016,COMPUTER & INFORMATION RESEARCH SCIENTISTS,1,78125
3385,2016,COMPUTER & INFORMATION SYSTEMS MANAGERS,1,152630
3386,2016,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,1218,99159.58346
3387,2016,COMPUTER AND INFORMATION SYSTEMS MANAGER,3,125555
3388,2016,COMPUTER AND INFORMATION SYSTEMS MANAGERS,5525,122455.7354
3389,2016,COMPUTER AND INFORMATON SYSTEMS MANAGERS,1,118414
3390,2016,"COMPUTER DEVELOPERS, APPLICATIONS",1,87859
3391,2016,COMPUTER HARDWARE ENGINEERS,1161,95561.00982
3392,2016,"COMPUTER HARDWARE ENGINEERS, NON-R&D",4,75696.5
3393,2016,"COMPUTER HARDWARE ENGINEERS, R&D",3,66830.66667
3394,2016,COMPUTER INFORMATION SYSTEMS MANAGER,1,95222
3395,2016,COMPUTER INFORMATION SYSTEMS MANAGERS,1,122949
3396,2016,COMPUTER NETWORK ARCHITECTS,817,96062.57723
3397,2016,"COMPUTER NETWORK ARCHITECTS, NON R&D",2,79445.5
3398,2016,"COMPUTER NETWORK ARCHITECTS, R&D",1,48901
3399,2016,COMPUTER NETWORK SUPPORT SPECIALISTS,606,59218.95348
3400,2016,COMPUTER NETWORK SUPPORT SPECIALISTS 15-1152,1,38646
3401,2016,COMPUTER NETWORKS ARCHITECTS,3,79622
3402,2016,"COMPUTER OCCUPATION, ALL OTHER",1,75150
3403,2016,"COMPUTER OCCUPATIONS,  ALL OTHER",2,65582
3404,2016,"COMPUTER OCCUPATIONS, ALL OTHER",48598,71370.36014
3405,2016,"COMPUTER OCCUPATIONS, ALL OTHER*",61,66104.32131
3406,2016,"COMPUTER OCCUPATIONS, OTHER OTHER",1,58760
3407,2016,"COMPUTER OCCUPATIONS,ALL OTHER",1,66518
3408,2016,COMPUTER OCCUPATIONS/ALL OTHER,1,71781
3409,2016,COMPUTER OCCUPATIONS: ALL OTHER,1,118082
3410,2016,"COMPUTER OCCUPTATIONS, ALL OTHER",1,64418
3411,2016,COMPUTER OPERATORS,4,41294.95
3412,2016,COMPUTER PROGRAMMER,2124,55234.94821
3413,2016,COMPUTER PROGRAMMERS,72112,62373.18085
3414,2016,COMPUTER PROGRAMMERS / ANALYST,1,56451
3415,2016,COMPUTER PROGRAMMERS NON R & D,7,68089.25714
3416,2016,COMPUTER PROGRAMMERS R & D,2,55203
3417,2016,"COMPUTER PROGRAMMERS, NON R&AMP;D",5,56180.8
3418,2016,"COMPUTER PROGRAMMERS, NON R&D",84,61670.38095
3419,2016,"COMPUTER PROGRAMMERS, R&AMP;D",1,75982
3420,2016,"COMPUTER PROGRAMMERS, R&D",25,49548.848
3421,2016,"COMPUTER SCIENCE TEACHERS, POSTSECONDARY",514,54004.78461
3422,2016,"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS",9,61147.55556
3423,2016,"COMPUTER SOFTWARE ENGINEERS, SYSTEMS SOFTWARE",1,54891
3424,2016,COMPUTER SUPPORT SPECIALIST,33,50159.72727
3425,2016,COMPUTER SUPPORT SPECIALISTS,4,56653.75
3426,2016,COMPUTER SYSTEM ANALYST,15,53989.53333
3427,2016,COMPUTER SYSTEM ANALYSTS,34,54987.14706
3428,2016,COMPUTER SYSTEM ENGINEERS/ARCHITECTS,3,86558.33333
3429,2016,COMPUTER SYSTEMS ANALSYTS,2,64220
3430,2016,COMPUTER SYSTEMS ANALYST,16694,71478.42164
3431,2016,"COMPUTER SYSTEMS ANALYST, NON R&D",1,42973
3432,2016,COMPUTER SYSTEMS ANALYSTS,88370,71885.82308
3433,2016,"COMPUTER SYSTEMS ANALYSTS, NON R&AMP;D",13,64644.07692
3434,2016,"COMPUTER SYSTEMS ANALYSTS, NON R&D",176,69822.65159
3435,2016,"COMPUTER SYSTEMS ANALYSTS, R&AMP;D",1,45801.6
3436,2016,"COMPUTER SYSTEMS ANALYSTS, R&D",41,62521.46829
3437,2016,COMPUTER SYSTEMS ANAYSTS,1,74984
3438,2016,COMPUTER SYSTEMS ANLAYSTS,2,74422
3439,2016,COMPUTER SYSTEMS ANLYSTS,1,49774
3440,2016,COMPUTER SYSTEMS ENGINEER,3,68348.66667
3441,2016,COMPUTER SYSTEMS ENGINEER/ARCHITECTS,1,75878
3442,2016,COMPUTER SYSTEMS ENGINEERS,700,57531.81571
3443,2016,COMPUTER SYSTEMS ENGINEERS / ARCHITECTS,10,64076.5
3444,2016,COMPUTER SYSTEMS ENGINEERS OR ARCHITECTS,1,68432
3445,2016,"COMPUTER SYSTEMS ENGINEERS, ARCHITECTS",2,60195.5
3446,2016,COMPUTER SYSTEMS ENGINEERS/ ARCHITECTS,4,70153.25
3447,2016,COMPUTER SYSTEMS ENGINEERS/ARCHITECT,1,92248
3448,2016,COMPUTER SYSTEMS ENGINEERS/ARCHITECTS,1702,87663.52162
3449,2016,COMPUTER SYSTEMS ENGINEERS/ARCHITECTS (ENGINEERS),1,65770
3450,2016,COMPUTER SYSTEMS ENGINEERS/ARQUITECTS,1,80995
3451,2016,"COMPUTER SYSTEMS, ANALYSTS",1,94411
3452,2016,COMPUTER SYTEMS ANALYSTS,2,78489
3453,2016,COMPUTER USER SUPPORT SPECIALISTS,662,48610.9142
3454,2016,COMPUTERS MANAGERS,1,154565
3455,2016,COMPUTERS SYSTEMS ANALYSTS,1,73715
3456,2016,CONSERVATION SCIENTISTS,14,53311.05714
3457,2016,CONSTRUCTION AND BUILDING INSPECTORS,2,61786.6
3458,2016,"CONSTRUCTION AND RELATED WORKERS, ALL OTHER",3,35518
3459,2016,CONSTRUCTION LABORERS,2,36109
3460,2016,CONSTRUCTION MANAGER,1,104374
3461,2016,CONSTRUCTION MANAGERS,509,78087.578
3462,2016,"COOKS, RESTAURANT",8,29140.85
3463,2016,COST ESTIMATORS,667,53347.04858
3464,2016,"COUNSELORS, ALL OTHER",18,39474.54444
3465,2016,CRAFT ARTISTS,2,24991.4
3466,2016,CREDIT ANALYSTS,571,71060.73765
3467,2016,CREDIT COUNSELORS,57,40615.87368
3468,2016,CRIMINAL JUSTICE AND LAW ENFORCEMENT TEACHERS,3,51263
3469,2016,"CRIMINAL JUSTICE AND LAW ENFORCEMENT TEACHERS,",33,47434.16394
3470,2016,"CRIMINAL JUSTICE AND LAW ENFORCEMENT TEACHERS, POS",1,33560
3471,2016,CURATORS,134,50492.13134
3472,2016,CUSTOMER SERVICE REPRESENTATIVES,22,36744.95455
3473,2016,DANCERS,2,24003.2
3474,2016,DATA WAREHOUSING SPECIALIST,1,46322
3475,2016,DATA WAREHOUSING SPECIALISTS,16,62935.625
3476,2016,DATABASE ADMINISTRATION,5,52374.6
3477,2016,DATABASE ADMINISTRATOR,8,73093.875
3478,2016,DATABASE ADMINISTRATORS,7686,69893.7019
3479,2016,DATABASE ADMINSTRATORS,2,85592
3480,2016,DATABASE ARCHITECTS,18,76533.76667
3481,2016,DATEBASE ADMINISTRATORS,1,63544
3482,2016,DENTAL ASSISTANTS,6,31067.6
3483,2016,DENTAL LABORATORY TECHNICIANS,7,39623.8
3484,2016,DENTIST,1,182874
3485,2016,"DENTISTS, ALL OTHER SPECIALISTS",123,103954.4894
3486,2016,"DENTISTS, GENERAL",1003,107013.4367
3487,2016,"DESIGNERS, ALL OTHER",248,47285.44637
3488,2016,DESKTOP PUBLISHERS,4,35833.5
3489,2016,DETECTIVES AND CRIMINAL INVESTIGATORS,12,54209.56667
3490,2016,DEVELOPER - MICROSOFT TECHNOLOGIES,1,98987
3491,2016,DIAGNOSTIC MEDICAL SONOGRAPHERS,4,66300
3492,2016,DIETETIC TECHNICIANS,1,34902.4
3493,2016,DIETITIANS AND NUTRITIONISTS,75,51662.78667
3494,2016,"DIRECTORS, RELIGIOUS ACTIVITIES AND EDUCATION",49,37457.63265
3495,2016,"DISPATCHERS, EXCEPT POLICE, FIRE, AND AMBULANCE",4,26166.75
3496,2016,DOCUMENT MANAGEMENT SPECIALISTS,5,57587
3497,2016,"DRAFTERS, ALL OTHER",8,41521.825
3498,2016,"ECONOMICS TEACHERS, POSTSECONDARY",351,61772.98339
3499,2016,ECONOMISTS,817,77760.83383
3500,2016,EDITORS,380,52003.03684
3501,2016,"EDUCATION ADMINISTRATORS, ALL OTHER",64,57241.9625
3502,2016,"EDUCATION ADMINISTRATORS, ELEMENTARY AND SECONDARY",77,75891.44416
3503,2016,"EDUCATION ADMINISTRATORS, ELEMENTARY/SECONDARY",1,65690
3504,2016,"EDUCATION ADMINISTRATORS, POSTSECONDARY",249,75192.59004
3505,2016,"EDUCATION ADMINISTRATORS, PRESCHOOL AND CHILDCARE",61,38789.60328
3506,2016,"EDUCATION TEACHERS, POSTSECONDARY",165,46764.49212
3507,2016,"EDUCATION, TRAINING, & LIBRARY WORKERS, ALL OTHER",1,37939.2
3508,2016,"EDUCATION, TRAINING, AND LIBRARY WORKERS, ALL",33,38072.98182
3509,2016,"EDUCATIONAL, GUIDANCE, SCHOOL AND VOCATIONAL COUNS",2,31959
3510,2016,"EDUCATIONAL, GUIDANCE, SCHOOL, AND VOCATIONAL",180,40634.22978
3511,2016,"EDUCATIONAL, GUIDANCE, SCHOOL, AND VOCATIONAL COUN",2,36930.2
3512,2016,"ELECTONICS ENGINEERS, EXCEPT COMPUTER",1,73278
3513,2016,ELECTRCIAL ENGINEERS,1,78749
3514,2016,ELECTRICAL AND ELECTRONIC ENGINEERING TECHNICIANS,79,50034.12405
3515,2016,ELECTRICAL AND ELECTRONICS DRAFTERS,16,54378.125
3516,2016,ELECTRICAL AND ELECTRONICS ENGINEERING TECHNICIANS,21,48195.53333
3517,2016,"ELECTRICAL AND ELECTRONICS REPAIRERS, COMMERCIAL",1,45364.8
3518,2016,ELECTRICAL DRAFTERS,1,66581
3519,2016,ELECTRICAL ENGINEERING TECHNOLOGISTS,1,55120
3520,2016,ELECTRICAL ENGINEERS,5153,81986.40837
3521,2016,"ELECTRICAL ENGINEERS, NON-R&AMP;D",1,83158
3522,2016,"ELECTRICAL ENGINEERS, NON-R&D",19,63129.71579
3523,2016,"ELECTRICAL ENGINEERS, R&AMP;D",5,50681
3524,2016,"ELECTRICAL ENGINEERS, R&D",146,54114.19863
3525,2016,ELECTRO-MECHANICAL TECHNICIANS,4,43742.6
3526,2016,ELECTROMECHANICAL ENGINEERING TECHNOLOGISTS,1,61580
3527,2016,"ELECTRONIC ENGINEERS, EXCEPT COMPUTER",4,74077.75
3528,2016,ELECTRONICS ENGINEER EXCEPT COMPUTERS,1,73278
3529,2016,"ELECTRONICS ENGINEER, EXCEPT COMPUTER",6,70891.83333
3530,2016,ELECTRONICS ENGINEERS EXCEPT COMPUTER,1,73278
3531,2016,"ELECTRONICS ENGINEERS, EXCEPT COMPUER",1,61880
3532,2016,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",6044,92393.48658
3533,2016,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER,",9,74119.55556
3534,2016,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER, NON",2,96293.5
3535,2016,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER, R&AMP;D",8,56401.725
3536,2016,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER, R&D",35,60543.76
3537,2016,"ELECTRONICS ENGINEERS, EXCEPT COMPUTERS",2,67319
3538,2016,"ELECTRONICS ENGINEERS, EXPECT COMPUTER",1,107037
3539,2016,"ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL",1089,44066.98799
3540,2016,"ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL EDUCATI",37,39984.83784
3541,2016,"ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL EDUCATION",1,40290
3542,2016,"ELEMENTARY SCHOOL TEACHERS, EXEPT SPECIAL",1,37000
3543,2016,ELEVATOR INSTALLERS AND REPAIRERS,1,79040
3544,2016,EMERGENCY MANAGEMENT DIRECTORS,14,68220.62857
3545,2016,ENGINEERING TEACHERS,1,65190
3546,2016,ENGINEERING TEACHERS - POSTSECONDARY,1,65190
3547,2016,"ENGINEERING TEACHERS, POSTSECONDARY",859,60827.17657
3548,2016,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS, ALL",244,49215.22951
3549,2016,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS, ALL OTHE",3,46009.66667
3550,2016,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS,ALL OTHER",1,65000
3551,2016,"ENGINEERING TECHNICIANS,EXCEPT DRAFTERS, ALL OTHER",1,72550
3552,2016,"ENGINEERS, ALL OTHER",2370,69276.34243
3553,2016,"ENGINEERS, ALL OTHERS",1,83470
3554,2016,"ENGLISH LANGUAGE &  LIT TEACHERS, POST SECONDARY",1,39280
3555,2016,"ENGLISH LANGUAGE & LIT TEACHERS, POSTSECONDARY",1,39270.4
3556,2016,ENGLISH LANGUAGE & LITERATURE TEACHERS,1,59170
3557,2016,"ENGLISH LANGUAGE AND LITERATURE TEACHERS,",127,45950.18236
3558,2016,"ENGLISH LANGUAGE AND LITERATURE TEACHERS, POSTSECO",6,45326.66667
3559,2016,"ENTERTAINERS AND PERFORMERS, SPORTS AND RELATED",4,28360.65
3560,2016,ENVIRONMENTAL COMPLIANCE INSPECTORS,1,48776
3561,2016,ENVIRONMENTAL ECONOMISTS,1,42702
3562,2016,ENVIRONMENTAL ENGINEERING TECHNICIANS,21,41616.69524
3563,2016,ENVIRONMENTAL ENGINEERS,424,65400.35255
3564,2016,"ENVIRONMENTAL SCIENCE AND PROTECTION TECHNICIANS,",22,37864.31818
3565,2016,"ENVIRONMENTAL SCIENCE TEACHERS, POSTSECONDARY",36,59793.11167
3566,2016,ENVIRONMENTAL SCIENTISTS AND SPECIALISTS,2,61422.5
3567,2016,"ENVIRONMENTAL SCIENTISTS AND SPECIALISTS,",222,56032.34955
3568,2016,"ENVIRONMENTAL SCIENTISTS AND SPECIALISTS, INCLUDIN",5,57092
3569,2016,EPIDEMIOLOGIST,1,51043
3570,2016,EPIDEMIOLOGISTS,136,62808.74853
3571,2016,EXECUTIVE SECRETARIES AND ADMINISTRATIVE,1,43243
3572,2016,EXECUTIVE SECRETARIES AND EXECUTIVE ADMINISTRATIVE,31,48896.82581
3573,2016,EXERCISE PHYSIOLOGISTS,39,46721.58462
3574,2016,FAMILY & GENERAL PRACTITIONERS,1,194188.8
3575,2016,FAMILY AND GENERAL PRACTICIONERS,1,132371
3576,2016,FAMILY AND GENERAL PRACTIONERS,5,76219.6
3577,2016,FAMILY AND GENERAL PRACTITIONERS,693,140560.5322
3578,2016,FARM AND HOME MANAGEMENT ADVISORS,28,38835.69286
3579,2016,"FARMERS, RANCHERS AND OTHER AGRICULTURAL MANAGERS",1,42931
3580,2016,"FARMERS, RANCHERS, AND OTHER AGRICULTURAL MANAGERS",194,38302.36907
3581,2016,"FARMERS, RANCHERS, AND OTHER AGRICULTURAL MANGERS",1,37981
3582,2016,"FARMWORKERS AND LABORERS, CROP, NURSERY, AND",2,23245
3583,2016,"FARMWORKERS, FARM, RANCH, AND AQUACULTURAL ANIMALS",2,45281.5
3584,2016,FASHION DESIGNERS,391,54074.57033
3585,2016,FILM AND VIDEO EDITORS,104,48946.98923
3586,2016,FINANCE MANAGERS,1,88171
3587,2016,FINANCIAL ADVISOR/ACCOUNTANT,1,51376
3588,2016,FINANCIAL ANALYST,7,72770.14286
3589,2016,FINANCIAL ANALYSTS,8110,80100.01136
3590,2016,"FINANCIAL CLERKS, ALL OTHER",5,34673.52
3591,2016,FINANCIAL EXAMINERS,97,78166.51134
3592,2016,FINANCIAL MANAGERS,1546,125643.9616
3593,2016,"FINANCIAL MANAGERS, BRANCH OR DEPARTMENT",1,147804.96
3594,2016,FINANCIAL QUANTITATIVE ANALYSTS,10,67159.08
3595,2016,"FINANCIAL SPECIALISTS, ALL OTHER",1423,64475.77428
3596,2016,"FINE ARTISTS, INCLUDING PAINTERS, SCULPTORS, AND",9,39434.48889
